Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
230.0,,,,,,,,,1273.35,23.16,471.1,1.15,0.0114,0.8188,0.0073,0.0
235.0,,,,,,,,,1352.17,23.18,491.2,1.13,0.0111,0.8519,0.0082,0.0
240.0,,,,,,,,,1403.98,21.96,505.4,1.25,0.0127,0.8411,0.0068,0.0
245.0,,,,,,,,,1532.24,20.89,512.6,1.22,0.0162,0.8294,0.0092,0.0
250.0,,,,,,,,,1489.72,20.31,519.9,1.13,0.0185,0.8088,0.0077,0.0
255.0,,,,,,,,,1530.2,18.85,477.1,1.18,0.0186,0.8313,0.0081,0.0
260.0,,,,,,,,,1578.07,17.15,448.4,1.17,0.015,0.8751,0.008,0.0
265.0,,,,,,,,,1500.84,16.49,419.7,1.16,0.0118,0.9014,0.0074,0.0
270.0,,,,,,,,,1484.81,15.87,390.7,1.13,0.0115,0.9081,0.0076,0.0
275.0,,,,,,,,,1464.04,15.19,367.2,1.17,0.0082,0.9296,0.008,0.0
280.0,,,,,,,,,1454.34,14.95,348.9,1.16,0.0056,0.9297,0.0068,0.0
285.0,,,,,,,,,1470.57,14.09,341.4,1.2,0.0037,0.9666,0.0082,0.0
290.0,,,,,,,,,1525.38,12.74,329.2,1.32,0.0,1.0258,0.0088,0.0
295.0,,,,,,,,,1528.84,12.85,325.5,1.24,0.0024,0.9782,0.0075,0.0
300.0,,,,,,,,,1521.06,13.07,315.7,1.22,0.0052,0.9517,0.0061,0.0
305.0,,,,,,,,,1604.49,12.03,304.3,1.3,0.0033,0.9683,0.0057,0.0
310.0,,,,,,,,,1654.69,11.15,295.4,1.37,0.0,1.0374,0.0055,0.0
315.0,,,,,,,,,1613.7,10.61,285.6,1.43,0.0,1.0623,0.0054,0.0
320.0,,,,,,,,,1573.49,10.63,277.7,1.42,0.0,1.0427,0.0049,0.0
325.0,,,,,,,,,1472.03,11.12,277.4,1.35,0.0,1.0278,0.0049,0.0
330.0,,,,,,,,,1506.18,10.37,277.3,1.5,0.0,1.0898,0.0045,0.0
335.0,,,,,,,,,1712.43,9.4,277.4,1.6,0.0,1.1655,0.0047,0.0
340.0,,,,,,,,,1645.77,9.67,276.6,1.55,0.0,1.1499,0.0044,0.0
345.0,,,,,,,,,1691.78,9.37,274.1,1.59,0.0,1.1741,0.0038,0.0
350.0,,,,,,,,,1684.07,9.24,270.0,1.58,0.0,1.1724,0.0047,0.0
355.0,,,,,,,,,1452.83,9.96,268.6,1.43,0.0,1.064,0.0037,0.0
360.0,,,,,,,,,1579.33,9.17,263.8,1.55,0.0,1.1617,0.0046,0.0
365.0,,,,,,,,,1790.2,7.84,257.7,1.86,0.0,1.2166,0.0035,0.0
370.0,,,,,,,,,1553.78,8.4,257.3,1.69,0.0,1.1035,0.003,0.0
375.0,,,,,,,,,1489.46,8.93,256.6,1.56,0.0,1.0727,0.0029,0.0
380.0,,,,,,,,,1554.53,8.08,249.5,1.76,0.0,1.1774,0.0024,0.0
385.0,,,,,,,,,1743.89,7.56,252.8,1.88,0.0,1.2592,0.0035,0.0
390.0,,,,,,,,,1658.69,7.42,250.5,1.89,0.0,1.2975,0.0025,0.0
395.0,,,,,,,,,1622.02,7.49,245.8,1.85,0.0,1.3181,0.0026,0.0
400.0,,,,,,,,,1468.29,7.59,242.0,1.84,0.0,1.2882,0.0028,0.0
405.0,,,,,,,,,1422.61,7.74,242.1,1.77,0.0,1.2693,0.0025,0.0
410.0,,,,,,,,,1408.47,8.03,242.7,1.69,0.0,1.222,0.0023,0.0
415.0,,,,,,,,,1450.37,7.54,237.6,1.83,0.0,1.2703,0.0028,0.0
420.0,,,,,,,,,1523.97,7.39,236.4,1.83,0.0,1.2365,0.0025,0.0
425.0,,,,,,,,,1426.58,7.53,235.0,1.76,0.0,1.2069,0.0018,0.0
430.0,,,,,,,,,1507.09,6.68,231.9,2.03,0.0,1.3289,0.0022,0.0
435.0,,,,,,,,,1764.58,5.76,230.9,2.24,0.0,1.5437,0.0025,0.0
440.0,,,,,,,,,1541.9,6.11,228.9,2.06,0.0,1.3941,0.0024,0.0
445.0,,,,,,,,,1426.79,6.72,219.7,1.83,0.0,1.2456,0.0019,0.0
450.0,,,,,,,,,1534.16,6.41,218.6,1.91,0.0,1.295,0.0021,0.0
455.0,,,,,,,,,1386.85,6.38,213.1,1.89,0.0,1.2474,0.0017,0.0
460.0,,,,,,,,,1491.73,6.07,212.2,1.94,0.0,1.2413,0.0018,0.0
465.0,,,,,,,,,1552.78,5.39,205.4,2.15,0.0,1.4129,0.0019,0.0
470.0,,,,,,,,,1503.65,5.39,203.6,2.13,0.0,1.3499,0.0016,0.0001
475.0,,,,,,,,,1450.83,5.59,197.9,2.02,0.0,1.3005,0.0017,0.0001
480.0,,,,,,,,,1257.51,6.07,196.5,1.81,0.0,1.2395,0.0014,0.0
485.0,,,,,,,,,1163.05,6.27,188.8,1.75,0.0,1.1549,0.0013,0.0
490.0,,,,,,,,,1313.48,5.41,184.6,2.02,0.0,1.2638,0.0015,0.0
495.0,,,,,,,,,1561.55,4.38,183.1,2.46,0.0,1.5737,0.0014,0.0
500.0,,,,,,,,,1351.28,4.74,179.1,2.26,0.0,1.4579,0.0014,0.0
505.0,,,,,,,,,1141.12,5.8,175.5,1.85,0.0,1.2043,0.001,0.0
510.0,,,,,,,,,1216.1,5.26,174.8,2.08,0.0,1.2647,0.001,0.0
515.0,,,,,,,,,1477.35,4.11,171.1,2.6,0.0,1.5813,0.0014,0.0
520.0,,,,,,,,,1467.6,4.08,172.1,2.64,0.0,1.5783,0.0016,0.0001
525.0,,,,,,,,,1221.32,4.66,169.3,2.27,0.0,1.4145,0.0012,0.0
530.0,,,,,,,,,1135.03,5.08,171.5,2.11,0.0,1.2881,0.0011,0.0
535.0,,,,,,,,,1223.94,4.76,167.5,2.21,0.0,1.3809,0.0012,0.0
540.0,,,,,,,,,1388.7,4.32,166.6,2.35,0.0,1.5645,0.0013,0.0
545.0,,,,,,,,,1218.02,4.71,163.9,2.17,0.0,1.3944,0.0011,0.0001
550.0,,,,,,,,,1266.3,4.58,159.2,2.18,0.0,1.4203,0.0011,0.0
555.0,,,,,,,,,1491.0,3.74,160.7,2.59,0.0,1.6288,0.0013,0.0
560.0,,,,,,,,,1327.47,4.04,157.1,2.37,0.0,1.5192,0.0011,0.0
565.0,,,,,,,,,1229.53,4.48,153.1,2.11,0.0,1.3092,0.001,0.0001
570.0,,,,,,,,,1097.29,4.31,148.4,2.15,0.0,1.3763,0.0009,0.0001
575.0,,,,,,,,,1189.3,4.18,146.3,2.22,0.0,1.3342,0.0009,0.0
580.0,,,,,,,,,1265.94,3.66,143.8,2.49,0.0,1.4479,0.0009,0.0
585.0,,,,,,,,,1480.94,3.16,139.5,2.77,0.0,1.7034,0.001,0.0
590.0,,,,,,,,,1335.28,3.23,136.5,2.65,0.0,1.6576,0.0011,0.0001
595.0,,,,,,,,,999.18,3.71,127.4,2.32,0.0,1.3383,0.0009,0.0
600.0,,,,,,,,,1021.1,3.68,127.5,2.18,0.0,1.2885,0.0008,0.0
605.0,,,,,,,,,1263.59,2.95,123.9,2.65,0.0,1.5923,0.0009,0.0001
610.0,,,,,,,,,1135.61,3.19,116.6,2.43,0.0,1.4602,0.0009,0.0
615.0,,,,,,,,,867.35,3.47,114.9,2.08,0.0,1.2346,0.0008,0.0
620.0,,,,,,,,,1045.84,2.44,109.6,2.99,0.0,1.6644,0.001,0.0
625.0,,,,,,,,,1280.96,2.09,105.7,3.33,0.0,1.9543,0.0012,0.0
630.0,,,,,,,,,873.72,2.73,103.6,2.43,0.0,1.4331,0.0009,0.0001
635.0,,,,,,,,,804.4,2.77,99.3,2.38,0.0,1.2953,0.0008,0.0
640.0,,,,,,,,,1127.15,2.01,95.1,3.25,0.0,1.5538,0.0011,0.0
645.0,,,,,,,,,940.57,1.77,91.6,3.65,0.0,1.7111,0.0012,0.0
650.0,,,,,,,,,618.85,2.63,88.8,2.39,0.0,1.2078,0.0008,0.0
655.0,,,,,,,,,567.21,2.87,87.2,2.17,0.0,1.1419,0.0007,0.0
660.0,,,,,,,,,803.86,1.95,82.7,3.18,0.0,1.4996,0.0011,0.0001
665.0,,,,,,,,,540.16,1.85,79.5,3.21,0.0,1.576,0.0011,0.0
670.0,,,,,,,,,377.91,2.57,78.2,2.27,0.0,1.0806,0.0008,0.0
675.0,,,,,,,,,362.7,2.64,73.4,2.23,0.0,1.0194,0.0007,0.0
680.0,,,,,,,,,272.03,2.3,68.9,2.51,0.0,1.1413,0.0009,0.0001
685.0,,,,,,,,,281.82,1.61,69.1,3.65,0.0,1.6196,0.0012,0.0002
690.0,,,,,,,,,202.55,1.59,66.5,3.62,0.0,1.1669,0.0012,0.0002
695.0,,,,,,,,,173.68,2.1,64.0,2.65,0.0051,0.8732,0.0009,0.0
700.0,,,,,,,,,362.7,1.51,62.8,3.62,0.0,1.1944,0.0012,0.0001
705.0,,,,,,,,,494.29,0.98,60.1,5.35,0.0,1.6766,0.0018,0.0
710.0,,,,,,,,,374.47,1.17,57.7,4.63,0.0031,0.9621,0.0016,0.0
715.0,,,,,,,,,232.61,1.77,54.6,2.91,0.0061,0.8577,0.001,0.0
720.0,,,,,,,,,111.84,2.26,56.2,2.25,0.0174,0.6262,0.0009,0.0002
725.0,,,,,,,,,0.0,1.42,54.1,3.45,0.0,1.1676,0.0014,0.0003
730.0,,,,,,,,,0.0,0.94,51.7,5.06,0.0,1.5146,0.0021,0.0001
735.0,,,,,,,,,0.0,1.21,50.2,3.94,0.0239,0.8258,0.0017,0.0
740.0,,,,,,,,,0.0,1.57,48.3,2.88,0.0434,0.584,0.0013,0.0001
745.0,,,,,,,,,180.13,1.35,47.5,3.42,0.0449,0.7166,0.0017,0.0001
750.0,,,,,,,,,118.27,1.16,46.0,3.97,0.072,0.6058,0.0019,0.0004
755.0,,,,,,,,,0.7,1.3,45.7,3.52,0.1034,0.4846,0.0015,0.0
760.0,,,,,,,,,0.0,1.71,43.8,2.72,0.0577,0.6241,0.0011,0.0
765.0,,,,,,,,,182.16,1.37,43.0,3.53,0.0824,0.6249,0.0012,0.0001
770.0,,,,,,,,,205.34,0.97,42.5,4.75,0.0391,0.8727,0.0017,0.0
775.0,,,,,,,,,56.34,1.48,41.2,3.18,0.0585,0.7462,0.0012,0.0
780.0,,,,,,,,,0.0,1.67,40.2,2.82,0.0594,0.6948,0.001,0.0
785.0,,,,,,,,,197.39,1.32,40.7,3.6,0.0375,0.8511,0.0012,0.0
790.0,,,,,,,,,254.06,0.99,40.2,4.9,0.0143,0.9576,0.0015,0.0
795.0,,,,,,,,,0.0,1.09,39.4,4.47,0.0119,0.9615,0.0014,0.0003
800.0,,,,,,,,,10.85,1.31,39.8,3.73,0.0728,0.7145,0.0011,0.0
805.0,,,,,,,,,197.29,1.18,37.9,4.09,0.0708,0.7485,0.0012,0.0
810.0,,,,,,,,,169.44,1.66,37.3,2.94,0.0829,0.5882,0.0008,0.0002
815.0,,,,,,,,,0.0,1.94,37.2,2.57,0.0727,0.5463,0.0007,0.0
820.0,,,,,,,,,17.92,1.05,37.4,4.75,0.0053,0.982,0.0013,0.0001
825.0,,,,,,,,,358.48,0.73,37.0,6.73,0.0,1.4507,0.0017,0.0002
830.0,,,,,,,,,0.0,1.3,37.7,3.82,0.0991,0.571,0.001,0.0
835.0,,,,,,,,,0.0,1.29,36.4,3.72,0.065,0.6972,0.0009,0.0004
840.0,,,,,,,,,0.0,0.57,36.5,8.39,0.0,1.5776,0.0021,0.0002
845.0,,,,,,,,,344.86,0.74,35.1,6.53,0.0,1.1107,0.0016,0.0
850.0,,,,,,,,,68.75,1.11,34.6,4.27,0.0245,0.8922,0.001,0.0
855.0,,,,,,,,,0.0,1.55,35.1,3.02,0.0582,0.6219,0.0007,0.0
860.0,,,,,,,,,0.27,0.92,35.4,5.06,0.0465,0.8207,0.0012,0.0005
865.0,,,,,,,,,162.23,1.06,35.1,4.41,0.0757,0.6269,0.001,0.0002
870.0,,,,,,,,,0.0,1.62,35.1,2.79,0.0747,0.4361,0.0006,0.0
