Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
140.0,,,,,,,,,765.17,6.47,117.1,1.26,0.0149,0.8161,0.01,0.0001
145.0,,,,,,,,,715.28,7.45,121.6,1.13,0.0178,0.7442,0.0083,0.0
150.0,,,,,,,,,837.25,7.22,129.2,1.23,0.0164,0.7864,0.0103,0.0
155.0,,,,,,,,,1063.25,6.7,137.7,1.34,0.0143,0.828,0.012,0.0001
160.0,,,,,,,,,962.38,7.51,143.1,1.25,0.0169,0.7887,0.0134,0.0
165.0,,,,,,,,,990.06,8.24,149.6,1.16,0.0144,0.8012,0.0137,0.0
170.0,,,,,,,,,1059.79,8.31,157.1,1.19,0.0069,0.9139,0.0165,0.0001
175.0,,,,,,,,,979.88,9.54,162.0,1.14,0.0071,0.8965,0.0147,0.0
180.0,,,,,,,,,937.54,11.42,172.7,1.03,0.0114,0.8226,0.0173,0.0
185.0,,,,,,,,,1126.51,11.5,193.3,1.08,0.0088,0.8615,0.0348,0.0
190.0,,,,,,,,,1261.3,12.46,214.2,1.02,0.0101,0.8551,0.0412,0.0
195.0,,,,,,,,,1131.9,15.13,229.4,0.89,0.0146,0.7444,0.0387,0.0
200.0,,,,,,,,,1178.36,16.24,244.9,0.86,0.0189,0.7101,0.0469,0.0
205.0,,,,,,,,,1251.65,16.67,263.2,0.85,0.015,0.7626,0.0525,0.0
210.0,,,,,,,,,1298.75,17.39,276.9,0.84,0.0197,0.7359,0.0573,0.0
215.0,,,,,,,,,1345.96,18.31,286.2,0.8,0.0212,0.7014,0.0708,0.0
220.0,,,,,,,,,1334.34,19.81,296.9,0.75,0.0278,0.6385,0.0627,0.0
225.0,,,,,,,,,1374.29,20.05,303.6,0.72,0.0268,0.6478,0.0702,0.0
230.0,,,,,,,,,1486.0,19.05,304.5,0.8,0.0297,0.6711,0.0755,0.0
235.0,,,,,,,,,1460.78,19.07,303.1,0.77,0.0238,0.7374,0.0593,0.0
240.0,,,,,,,,,1352.28,19.58,311.2,0.77,0.0266,0.7179,0.0625,0.0
245.0,,,,,,,,,1400.56,19.97,305.3,0.75,0.0287,0.6905,0.074,0.0
250.0,,,,,,,,,1406.85,19.67,311.4,0.75,0.0334,0.6582,0.0654,0.0
255.0,,,,,,,,,1428.04,19.2,309.5,0.75,0.0337,0.6628,0.0718,0.0
260.0,,,,,,,,,1500.38,19.07,306.7,0.75,0.0374,0.6319,0.0714,0.0
265.0,,,,,,,,,1522.61,17.92,302.5,0.78,0.0387,0.646,0.0673,0.0
270.0,,,,,,,,,1461.78,16.45,291.9,0.81,0.0395,0.6572,0.057,0.0
275.0,,,,,,,,,1419.66,15.82,277.1,0.81,0.0407,0.6622,0.0506,0.0
280.0,,,,,,,,,1449.14,14.25,266.1,0.87,0.0311,0.7411,0.0626,0.0
285.0,,,,,,,,,1505.21,13.22,252.4,0.96,0.0269,0.7924,0.0632,0.0
290.0,,,,,,,,,1331.89,14.29,250.0,0.88,0.0304,0.7166,0.051,0.0
295.0,,,,,,,,,1325.96,13.85,250.3,0.87,0.0314,0.7155,0.0509,0.0
300.0,,,,,,,,,1494.56,12.11,245.9,0.99,0.0222,0.802,0.0488,0.0
305.0,,,,,,,,,1473.5,11.45,234.5,1.04,0.0222,0.815,0.0434,0.0
310.0,,,,,,,,,1438.25,11.18,229.5,1.04,0.0236,0.781,0.041,0.0
315.0,,,,,,,,,1403.42,10.6,223.3,1.1,0.0162,0.8589,0.0349,0.0
320.0,,,,,,,,,1384.28,10.65,218.0,1.17,0.0129,0.872,0.0294,0.0
325.0,,,,,,,,,1366.65,11.42,221.8,1.07,0.0194,0.7938,0.0318,0.0
330.0,,,,,,,,,1320.39,11.5,232.8,1.02,0.0176,0.7945,0.0377,0.0
335.0,,,,,,,,,1497.23,10.54,229.2,1.13,0.0123,0.8701,0.0464,0.0
340.0,,,,,,,,,1519.18,10.02,225.4,1.14,0.0111,0.8808,0.0339,0.0
345.0,,,,,,,,,1439.89,10.32,223.9,1.07,0.0166,0.8176,0.0369,0.0
350.0,,,,,,,,,1500.63,9.97,219.3,1.07,0.0171,0.8155,0.0351,0.0
355.0,,,,,,,,,1610.06,9.0,210.0,1.19,0.0103,0.8996,0.0363,0.0
360.0,,,,,,,,,1593.73,8.36,202.4,1.28,0.0025,0.9766,0.0297,0.0
365.0,,,,,,,,,1541.94,8.44,199.9,1.27,0.0079,0.9243,0.0326,0.0
370.0,,,,,,,,,1487.83,8.08,195.9,1.3,0.0093,0.9074,0.0262,0.0
375.0,,,,,,,,,1396.41,8.13,193.5,1.28,0.0089,0.911,0.0225,0.0
380.0,,,,,,,,,1342.14,8.5,188.0,1.21,0.0127,0.8528,0.0214,0.0
385.0,,,,,,,,,1567.88,7.01,185.9,1.43,0.0,1.0125,0.0275,0.0
390.0,,,,,,,,,1546.25,6.81,179.0,1.47,0.0,1.0021,0.0282,0.0
395.0,,,,,,,,,1284.5,7.79,177.3,1.3,0.0123,0.8561,0.0218,0.0
400.0,,,,,,,,,1356.25,7.07,176.1,1.43,0.0033,0.9626,0.0192,0.0
405.0,,,,,,,,,1427.3,6.63,175.2,1.49,0.0,1.0589,0.0235,0.0
410.0,,,,,,,,,1272.43,7.36,172.0,1.36,0.004,0.9501,0.017,0.0
415.0,,,,,,,,,1242.17,7.18,169.5,1.38,0.0098,0.8806,0.0185,0.0
420.0,,,,,,,,,1432.64,6.39,169.1,1.52,0.0,1.0075,0.02,0.0001
425.0,,,,,,,,,1323.9,6.57,167.5,1.46,0.0064,0.9248,0.0156,0.0
430.0,,,,,,,,,1298.15,6.41,162.1,1.45,0.001,0.9877,0.0149,0.0001
435.0,,,,,,,,,1456.89,5.85,161.5,1.57,0.0,1.0625,0.0194,0.0
440.0,,,,,,,,,1416.27,5.92,158.1,1.54,0.0,1.048,0.0206,0.0
445.0,,,,,,,,,1343.73,5.95,156.9,1.54,0.0,1.0333,0.0149,0.0
450.0,,,,,,,,,1372.27,5.45,154.9,1.69,0.0,1.1037,0.0145,0.0
455.0,,,,,,,,,1351.55,5.28,153.7,1.71,0.0,1.142,0.0141,0.0001
460.0,,,,,,,,,1230.15,5.79,154.3,1.6,0.0,1.0079,0.0135,0.0
465.0,,,,,,,,,1158.43,6.17,154.6,1.58,0.0,1.0057,0.0124,0.0
470.0,,,,,,,,,1289.51,5.44,152.4,1.73,0.0,1.0655,0.0127,0.0
475.0,,,,,,,,,1489.15,4.55,153.9,2.0,0.0,1.2209,0.0145,0.0
480.0,,,,,,,,,1410.61,5.03,155.6,1.85,0.0,1.1793,0.013,0.0001
485.0,,,,,,,,,1320.13,5.15,152.1,1.81,0.0,1.1208,0.0109,0.0
490.0,,,,,,,,,1248.81,5.2,154.1,1.77,0.0,1.0797,0.011,0.0001
495.0,,,,,,,,,1187.05,5.21,151.2,1.78,0.0,1.0748,0.0123,0.0
500.0,,,,,,,,,1295.54,4.61,149.6,1.98,0.0,1.3011,0.0107,0.0
505.0,,,,,,,,,1210.96,5.02,149.8,1.87,0.0,1.0744,0.0094,0.0001
510.0,,,,,,,,,1219.61,5.05,147.2,1.84,0.0,1.0489,0.009,0.0
515.0,,,,,,,,,1321.0,4.63,149.9,2.04,0.0,1.1309,0.0092,0.0001
520.0,,,,,,,,,1197.59,4.91,148.5,1.94,0.0,1.0537,0.0093,0.0
525.0,,,,,,,,,1244.94,4.59,149.1,2.05,0.0,1.1509,0.0089,0.0
530.0,,,,,,,,,1399.78,4.0,148.2,2.36,0.0,1.3823,0.0107,0.0001
535.0,,,,,,,,,1244.74,4.65,149.1,2.04,0.0,1.2299,0.0101,0.0
540.0,,,,,,,,,1093.64,5.52,148.2,1.7,0.0,1.0604,0.0065,0.0
545.0,,,,,,,,,1075.27,5.21,147.1,1.82,0.0,1.1484,0.0079,0.0
550.0,,,,,,,,,1435.77,4.18,150.2,2.29,0.0,1.375,0.0084,0.0001
555.0,,,,,,,,,1344.92,4.29,150.2,2.22,0.0,1.2279,0.0098,0.0
560.0,,,,,,,,,1156.08,5.08,153.5,1.79,0.0005,0.9835,0.0069,0.0001
565.0,,,,,,,,,1263.97,4.48,149.6,2.09,0.0,1.21,0.0095,0.0
570.0,,,,,,,,,1641.27,3.56,149.1,2.59,0.0,1.4579,0.0091,0.0
575.0,,,,,,,,,1331.68,3.98,148.5,2.2,0.0,1.2975,0.0076,0.0
580.0,,,,,,,,,1145.5,4.82,144.6,1.83,0.0,1.0419,0.006,0.0
585.0,,,,,,,,,1053.36,4.88,146.2,1.8,0.0,0.9997,0.0061,0.0
590.0,,,,,,,,,1069.27,4.7,143.2,1.81,0.0,1.0453,0.0059,0.0
595.0,,,,,,,,,1202.81,4.18,143.7,1.97,0.0,1.1766,0.0061,0.0001
600.0,,,,,,,,,1446.85,3.14,136.8,2.57,0.0,1.5561,0.0077,0.0
605.0,,,,,,,,,1627.43,2.77,135.3,2.87,0.0,1.6691,0.0077,0.0001
610.0,,,,,,,,,1245.7,3.2,129.2,2.41,0.0,1.395,0.0071,0.0
615.0,,,,,,,,,1104.36,3.37,126.6,2.21,0.0,1.236,0.0063,0.0001
620.0,,,,,,,,,1076.75,3.42,120.1,2.13,0.0,1.1575,0.0059,0.0001
625.0,,,,,,,,,955.85,3.5,116.3,2.06,0.0001,0.9983,0.0053,0.0
630.0,,,,,,,,,851.18,3.1,110.5,2.26,0.0,1.0773,0.0065,0.0001
635.0,,,,,,,,,795.24,2.84,105.7,2.39,0.0,1.104,0.006,0.0001
640.0,,,,,,,,,634.04,3.06,101.0,2.15,0.0043,0.8849,0.0054,0.0001
645.0,,,,,,,,,718.24,2.64,93.7,2.42,0.002,0.9546,0.0062,0.0
650.0,,,,,,,,,632.76,2.48,89.0,2.46,0.0025,0.9477,0.0066,0.0
655.0,,,,,,,,,492.67,2.61,84.1,2.35,0.003,0.933,0.0067,0.0
660.0,,,,,,,,,324.53,2.01,79.1,2.91,0.0,1.079,0.0109,0.0002
665.0,,,,,,,,,386.71,1.92,74.2,2.87,0.0,1.039,0.0133,0.0
670.0,,,,,,,,,227.47,2.27,70.9,2.38,0.0322,0.7516,0.0125,0.0001
675.0,,,,,,,,,0.0,2.0,65.1,2.49,0.0288,0.7162,0.0174,0.0001
680.0,,,,,,,,,14.84,1.9,60.9,2.53,0.0577,0.6197,0.0193,0.0001
685.0,,,,,,,,,0.0,2.55,57.7,1.75,0.0814,0.282,0.0174,0.0
690.0,,,,,,,,,6.86,2.54,55.7,1.7,0.1291,0.2444,0.0183,0.0
695.0,,,,,,,,,21.56,2.25,51.9,1.89,0.1462,0.2467,0.0236,0.0
700.0,,,,,,,,,0.0,2.0,50.5,2.11,0.2362,0.1903,0.0257,0.0
705.0,,,,,,,,,0.0,1.09,48.8,3.9,0.2275,0.578,0.0425,0.0
710.0,,,,,,,,,0.0,0.59,48.6,7.28,0.1589,0.8686,0.0813,0.0
715.0,,,,,,,,,0.0,2.11,47.6,2.04,0.2858,0.151,0.017,0.0001
720.0,,,,,,,,,0.0,2.94,47.6,1.44,0.2226,0.0976,0.0104,0.0
725.0,,,,,,,,,0.0,2.57,45.2,1.71,0.2808,0.0515,0.0105,0.0001
730.0,,,,,,,,,0.0,1.44,44.9,2.99,0.3615,0.3187,0.0172,0.0002
735.0,,,,,,,,,0.0,1.59,43.8,2.82,0.2732,0.4276,0.0139,0.0
740.0,,,,,,,,,0.0,1.22,43.2,3.62,0.2729,0.5315,0.016,0.0001
745.0,,,,,,,,,0.0,1.33,42.1,3.42,0.2578,0.5195,0.0129,0.0002
750.0,,,,,,,,,0.0,1.68,42.3,2.69,0.1935,0.4825,0.0134,0.0
755.0,,,,,,,,,0.0,1.95,40.7,2.26,0.2385,0.2592,0.0129,0.0
760.0,,,,,,,,,0.0,1.02,40.5,4.24,0.232,0.5813,0.022,0.0004
765.0,,,,,,,,,19.69,1.48,39.8,2.91,0.2301,0.3972,0.0133,0.0
770.0,,,,,,,,,11.56,1.17,40.1,3.03,0.211,0.5152,0.0142,0.0
775.0,,,,,,,,,0.0,0.98,38.7,4.55,0.3125,0.3937,0.0194,0.0005
780.0,,,,,,,,,0.0,1.47,37.5,3.01,0.297,0.0409,0.0122,0.0001
785.0,,,,,,,,,0.0,1.73,39.4,2.48,0.2409,0.0826,0.0093,0.0001
790.0,,,,,,,,,0.0,2.02,36.8,2.19,0.1941,0.0,0.0058,0.0
795.0,,,,,,,,,0.0,1.99,36.1,2.28,0.1975,0.0,0.005,0.0002
800.0,,,,,,,,,0.0,1.07,36.2,4.2,0.3096,0.0,0.0084,0.0004
805.0,,,,,,,,,0.0,1.3,36.4,3.43,0.2539,0.0,0.0064,0.0
810.0,,,,,,,,,22.66,1.91,34.2,2.34,0.1246,0.1193,0.0045,0.0
815.0,,,,,,,,,0.0,1.13,35.7,3.9,0.2375,0.0,0.0077,0.0
820.0,,,,,,,,,0.0,0.96,35.6,4.44,0.2418,0.0,0.0102,0.0004
825.0,,,,,,,,,0.0,1.53,34.4,2.82,0.1244,0.1803,0.0059,0.0001
830.0,,,,,,,,,56.04,0.96,33.6,4.41,0.1918,0.1173,0.0083,0.0
835.0,,,,,,,,,0.0,0.73,32.4,5.82,0.1846,0.3499,0.0104,0.0
840.0,,,,,,,,,0.0,1.32,32.8,3.11,0.102,0.2643,0.0049,0.0001
845.0,,,,,,,,,43.78,1.29,33.1,,,,,
