Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
140.0,,,,,,,,,950.13,6.44,149.6,1.66,0.0,1.1071,0.0111,0.0
145.0,,,,,,,,,1005.23,6.35,159.2,1.74,0.0,1.2423,0.0126,0.0001
150.0,,,,,,,,,1046.8,6.96,170.4,1.71,0.0,1.2499,0.0128,0.0
155.0,,,,,,,,,1084.97,8.12,182.3,1.55,0.0,1.2495,0.0126,0.0001
160.0,,,,,,,,,966.79,9.07,196.7,1.53,0.0,1.1923,0.0161,0.0
165.0,,,,,,,,,1037.67,10.71,216.6,1.41,0.0,1.0531,0.031,0.0
170.0,,,,,,,,,1283.32,11.77,249.7,1.27,0.0009,0.9691,0.0294,0.0
175.0,,,,,,,,,1343.49,12.01,264.9,1.28,0.0003,0.9924,0.0504,0.0
180.0,,,,,,,,,1332.65,12.43,268.0,1.3,0.0,0.9999,0.0505,0.0
185.0,,,,,,,,,1434.46,12.64,279.2,1.34,0.0,1.0453,0.0466,0.0
190.0,,,,,,,,,1372.16,13.1,292.7,1.38,0.0,1.0608,0.0612,0.0
195.0,,,,,,,,,1369.29,13.83,309.6,1.37,0.0,1.0541,0.0559,0.0
200.0,,,,,,,,,1383.27,14.3,328.6,1.37,0.0,1.0778,0.0683,0.0
205.0,,,,,,,,,1319.26,15.62,345.9,1.31,0.0,1.0638,0.0586,0.0
210.0,,,,,,,,,1206.94,17.67,360.7,1.26,0.0,1.0519,0.0596,0.0
215.0,,,,,,,,,1172.39,20.43,387.7,1.22,0.001,0.9815,0.069,0.0
220.0,,,,,,,,,1175.91,22.41,428.9,1.16,0.0076,0.8416,0.07,0.0
225.0,,,,,,,,,1443.73,22.15,475.8,1.15,0.0098,0.8398,0.0774,0.0
230.0,,,,,,,,,1486.84,21.68,495.8,1.12,0.0101,0.838,0.0813,0.0
235.0,,,,,,,,,1482.43,20.26,477.2,1.18,0.0124,0.8527,0.0725,0.0
240.0,,,,,,,,,1503.87,17.87,467.5,1.23,0.0084,0.9105,0.0705,0.0
245.0,,,,,,,,,1535.2,16.82,450.7,1.27,0.0057,0.9483,0.0664,0.0
250.0,,,,,,,,,1494.56,16.32,427.1,1.26,0.0073,0.936,0.0664,0.0
255.0,,,,,,,,,1467.07,15.78,409.2,1.24,0.0065,0.9419,0.0728,0.0
260.0,,,,,,,,,1505.36,14.82,395.4,1.27,0.0009,0.9923,0.0761,0.0
265.0,,,,,,,,,1499.3,13.97,378.0,1.29,0.0,1.0436,0.0862,0.0
270.0,,,,,,,,,1442.7,14.84,361.5,1.2,0.0043,0.9607,0.0662,0.0
275.0,,,,,,,,,1318.69,15.5,349.2,1.11,0.0109,0.8846,0.0646,0.0
280.0,,,,,,,,,1352.98,14.48,345.1,1.14,0.0084,0.9173,0.063,0.0
285.0,,,,,,,,,1510.14,13.02,335.1,1.2,0.0046,0.9566,0.0724,0.0
290.0,,,,,,,,,1469.98,12.86,316.1,1.17,0.0058,0.9463,0.0771,0.0
295.0,,,,,,,,,1461.1,12.52,301.6,1.17,0.0069,0.934,0.0698,0.0
300.0,,,,,,,,,1477.13,11.22,285.2,1.27,0.0,1.0257,0.0707,0.0
305.0,,,,,,,,,1480.88,11.28,278.6,1.24,0.0008,0.9927,0.0684,0.0
310.0,,,,,,,,,1505.03,10.95,266.9,1.26,0.0,1.0352,0.0597,0.0
315.0,,,,,,,,,1652.15,9.92,262.3,1.42,0.0,1.1821,0.0529,0.0
320.0,,,,,,,,,1493.73,10.49,256.3,1.45,0.0,1.1047,0.0564,0.0
325.0,,,,,,,,,1421.65,11.46,264.3,1.31,0.0025,0.9712,0.0412,0.0
330.0,,,,,,,,,1469.3,11.19,273.2,1.32,0.0043,0.9514,0.0484,0.0
335.0,,,,,,,,,1636.25,9.99,270.3,1.43,0.0,1.0798,0.0506,0.0
340.0,,,,,,,,,1558.6,9.6,263.7,1.49,0.0,1.0552,0.0641,0.0
345.0,,,,,,,,,1474.87,9.62,255.1,1.44,0.0,1.059,0.0616,0.0
350.0,,,,,,,,,1680.63,8.61,254.4,1.59,0.0,1.1706,0.0504,0.0
355.0,,,,,,,,,1592.51,8.27,242.9,1.68,0.0,1.2057,0.0527,0.0
360.0,,,,,,,,,1480.12,8.75,245.0,1.58,0.0,1.1578,0.0498,0.0
365.0,,,,,,,,,1502.2,8.79,243.4,1.58,0.0,1.1099,0.0367,0.0
370.0,,,,,,,,,1514.59,8.24,242.6,1.68,0.0,1.2521,0.0426,0.0
375.0,,,,,,,,,1485.26,8.17,244.2,1.73,0.0,1.2314,0.0337,0.0
380.0,,,,,,,,,1377.76,8.87,241.2,1.62,0.0,1.1555,0.0315,0.0
385.0,,,,,,,,,1465.77,8.54,249.2,1.7,0.0,1.2004,0.0331,0.0
390.0,,,,,,,,,1553.18,7.86,252.4,1.83,0.0,1.3245,0.0326,0.0
395.0,,,,,,,,,1554.97,7.75,250.2,1.86,0.0,1.323,0.0345,0.0
400.0,,,,,,,,,1523.46,7.76,250.7,1.8,0.0,1.3071,0.0309,0.0
405.0,,,,,,,,,1419.21,8.15,249.3,1.71,0.0,1.2646,0.0345,0.0
410.0,,,,,,,,,1465.69,7.96,245.7,1.77,0.0,1.2583,0.0376,0.0
415.0,,,,,,,,,1610.73,7.06,243.4,1.89,0.0,1.4237,0.0369,0.0
420.0,,,,,,,,,1559.95,6.94,240.9,1.95,0.0,1.3843,0.0396,0.0
425.0,,,,,,,,,1466.54,7.46,235.4,1.82,0.0,1.2983,0.0314,0.0
430.0,,,,,,,,,1457.29,7.33,237.7,1.84,0.0,1.2853,0.0318,0.0
435.0,,,,,,,,,1487.18,6.95,234.3,1.93,0.0,1.3667,0.0331,0.0
440.0,,,,,,,,,1524.93,6.78,232.1,1.99,0.0,1.4134,0.0195,0.0001
445.0,,,,,,,,,1558.59,6.83,230.0,1.96,0.0,1.4172,0.0348,0.0
450.0,,,,,,,,,1366.41,7.49,231.2,1.76,0.0,1.252,0.026,0.0001
455.0,,,,,,,,,1361.69,7.29,227.5,1.77,0.0,1.2329,0.0232,0.0
460.0,,,,,,,,,1375.88,6.7,222.9,1.89,0.0,1.325,0.0271,0.0001
465.0,,,,,,,,,1409.17,6.58,220.7,1.94,0.0,1.3504,0.0264,0.0
470.0,,,,,,,,,1448.23,6.29,219.8,2.03,0.0,1.4543,0.0262,0.0
475.0,,,,,,,,,1427.5,6.03,218.8,2.08,0.0,1.5513,0.0233,0.0
480.0,,,,,,,,,1402.48,6.23,217.8,1.97,0.0,1.4778,0.0199,0.0
485.0,,,,,,,,,1273.89,6.67,215.2,1.84,0.0,1.3783,0.0185,0.0
490.0,,,,,,,,,1379.45,6.15,212.4,1.98,0.0,1.4179,0.0222,0.0
495.0,,,,,,,,,1436.14,5.66,211.3,2.11,0.0,1.5336,0.0216,0.0001
500.0,,,,,,,,,1297.52,6.05,209.5,2.03,0.0,1.3927,0.0187,0.0
505.0,,,,,,,,,1317.53,5.99,207.5,1.99,0.0,1.3789,0.0182,0.0
510.0,,,,,,,,,1380.05,5.62,209.0,2.15,0.0,1.4549,0.0182,0.0001
515.0,,,,,,,,,1212.64,6.1,204.3,1.98,0.0,1.2851,0.0141,0.0
520.0,,,,,,,,,1285.69,6.15,204.3,1.99,0.0,1.1665,0.0156,0.0
525.0,,,,,,,,,1422.06,5.63,204.4,2.08,0.0,1.4012,0.0151,0.0
530.0,,,,,,,,,1461.27,5.44,202.5,2.14,0.0,1.458,0.0125,0.0
535.0,,,,,,,,,1314.57,5.76,194.2,2.02,0.0,1.3315,0.0171,0.0
540.0,,,,,,,,,1203.82,5.87,195.9,1.94,0.0,1.3059,0.013,0.0
545.0,,,,,,,,,1337.44,4.88,193.6,2.26,0.0,1.5289,0.0186,0.0
550.0,,,,,,,,,1430.42,4.45,187.1,2.44,0.0,1.6545,0.017,0.0001
555.0,,,,,,,,,1282.92,4.97,183.3,2.16,0.0,1.4298,0.0139,0.0
560.0,,,,,,,,,1319.7,4.99,179.4,2.05,0.0,1.4622,0.0146,0.0
565.0,,,,,,,,,1209.85,4.65,173.4,2.22,0.0,1.4791,0.0142,0.0
570.0,,,,,,,,,1206.02,4.87,169.7,2.03,0.0,1.3815,0.012,0.0
575.0,,,,,,,,,1206.86,4.59,165.4,2.17,0.0,1.4564,0.0129,0.0
580.0,,,,,,,,,1235.77,3.96,159.3,2.42,0.0,1.6307,0.012,0.0
585.0,,,,,,,,,1138.8,4.15,157.1,2.28,0.0,1.4905,0.0123,0.0001
590.0,,,,,,,,,1022.27,4.6,151.5,1.98,0.0,1.3363,0.0101,0.0
595.0,,,,,,,,,1084.8,3.9,145.1,2.3,0.0,1.5585,0.0111,0.0
600.0,,,,,,,,,1463.56,2.79,139.4,3.14,0.0,2.0836,0.0139,0.0
605.0,,,,,,,,,1326.51,2.92,137.0,2.93,0.0,1.8531,0.0126,0.0001
610.0,,,,,,,,,1071.78,3.41,131.8,2.45,0.0,1.5952,0.0101,0.0001
615.0,,,,,,,,,896.6,3.61,125.7,2.23,0.0,1.4004,0.0091,0.0
620.0,,,,,,,,,801.68,3.6,120.7,2.21,0.0,1.2722,0.0088,0.0001
625.0,,,,,,,,,805.87,3.52,117.1,2.13,0.0,1.2054,0.0088,0.0
630.0,,,,,,,,,802.26,3.4,112.7,2.2,0.0,1.2613,0.0094,0.0001
635.0,,,,,,,,,940.39,2.6,106.8,2.76,0.0,1.5734,0.0117,0.0
640.0,,,,,,,,,1360.98,1.65,103.2,4.2,0.0,2.399,0.0174,0.0
645.0,,,,,,,,,902.86,2.13,99.4,3.1,0.0,1.7889,0.0137,0.0002
650.0,,,,,,,,,555.92,2.78,95.1,2.32,0.0,1.2895,0.01,0.0
655.0,,,,,,,,,625.42,2.55,89.3,2.54,0.0,1.3032,0.0071,0.0
660.0,,,,,,,,,471.08,2.25,86.5,2.74,0.0,1.4452,0.0121,0.0002
665.0,,,,,,,,,436.0,2.17,84.0,2.73,0.0,1.4761,0.0121,0.0001
670.0,,,,,,,,,293.18,2.5,79.1,2.33,0.0,1.1877,0.0109,0.0
675.0,,,,,,,,,288.65,2.14,73.8,2.67,0.0,1.4093,0.0126,0.0001
680.0,,,,,,,,,179.68,1.77,71.5,3.29,0.0,1.4755,0.0148,0.0
685.0,,,,,,,,,93.9,2.23,67.6,2.49,0.0,1.1216,0.0115,0.0
690.0,,,,,,,,,195.74,1.77,66.1,3.09,0.0,1.4643,0.0149,0.0
695.0,,,,,,,,,177.13,1.29,60.5,4.26,0.0,1.9132,0.0205,0.0
700.0,,,,,,,,,0.0,1.86,57.9,2.92,0.0,1.024,0.0159,0.0
705.0,,,,,,,,,0.0,1.65,55.9,3.31,0.0,1.1644,0.0191,0.0002
710.0,,,,,,,,,28.63,1.3,53.8,4.11,0.0,1.5799,0.0212,0.0003
715.0,,,,,,,,,0.0,1.5,51.9,3.55,0.0,1.344,0.0177,0.0
720.0,,,,,,,,,88.59,1.25,51.0,4.17,0.0,1.4184,0.0217,0.0
725.0,,,,,,,,,63.33,1.72,48.0,3.06,0.0,1.1321,0.0164,0.0002
730.0,,,,,,,,,0.0,2.38,47.7,2.15,0.0223,0.8068,0.0114,0.0
735.0,,,,,,,,,55.19,1.78,46.6,2.71,0.0096,0.9486,0.0151,0.0
740.0,,,,,,,,,57.62,1.57,44.2,3.02,0.0256,0.8794,0.0175,0.0
745.0,,,,,,,,,0.0,1.71,42.6,2.76,0.0975,0.5882,0.0143,0.0002
750.0,,,,,,,,,0.0,1.3,44.2,3.67,0.1172,0.6234,0.0178,0.0002
755.0,,,,,,,,,0.0,0.88,43.0,5.25,0.0,1.0828,0.0249,0.0001
760.0,,,,,,,,,21.75,1.66,41.7,2.85,0.0053,0.9807,0.0134,0.0
765.0,,,,,,,,,0.0,2.1,41.5,3.26,0.1257,0.4454,0.0102,0.0
770.0,,,,,,,,,0.0,1.33,40.5,3.72,0.1372,0.6214,0.0156,0.0003
775.0,,,,,,,,,175.63,1.13,40.9,4.37,0.0262,0.9368,0.017,0.0002
780.0,,,,,,,,,0.0,1.2,41.7,3.96,0.0,1.4196,0.016,0.0
785.0,,,,,,,,,0.0,1.42,38.3,3.3,0.0,1.9288,0.013,0.0002
790.0,,,,,,,,,0.0,1.08,38.1,4.36,0.0,2.7918,0.017,0.0
795.0,,,,,,,,,0.0,1.02,37.7,4.7,0.0,2.3773,0.017,0.0
800.0,,,,,,,,,0.0,0.87,36.8,5.48,0.0,2.2209,0.0197,0.0
805.0,,,,,,,,,32.33,0.79,37.3,6.18,0.0,2.0674,0.0209,0.0
810.0,,,,,,,,,0.0,1.69,36.3,3.89,0.0172,0.9103,0.0097,0.0001
815.0,,,,,,,,,0.0,1.5,36.6,3.33,0.0538,0.7089,0.0106,0.0002
820.0,,,,,,,,,0.0,0.88,37.4,5.63,0.0,1.3809,0.018,0.0
825.0,,,,,,,,,19.15,1.28,37.4,3.79,0.0,1.0749,0.0122,0.0
830.0,,,,,,,,,26.36,1.59,36.1,3.99,0.0302,0.7975,0.0096,0.0002
835.0,,,,,,,,,0.0,0.93,35.8,5.04,0.0208,0.9102,0.0164,0.0
840.0,,,,,,,,,819.62,0.02,33.9,99.99,0.0,43.8476,0.8493,0.0025
845.0,,,,,,,,,0.0,1.07,35.2,4.37,0.0227,0.8728,0.0137,0.0
850.0,,,,,,,,,0.0,1.08,35.7,4.26,0.0219,0.8764,0.0133,0.0001
855.0,,,,,,,,,0.0,0.46,34.7,10.04,0.0,2.3735,0.0314,0.0005
860.0,,,,,,,,,0.0,0.43,34.3,10.69,0.0,2.9752,0.0329,0.0
865.0,,,,,,,,,0.0,1.25,34.4,3.67,0.0,1.0678,0.0112,0.0
870.0,,,,,,,,,0.0,1.8,33.7,3.52,0.017,0.8169,0.0077,0.0003
875.0,,,,,,,,,0.0,0.85,34.1,5.32,0.0,1.6991,0.0164,0.0004
880.0,,,,,,,,,39.16,0.54,33.6,8.46,0.0,2.8737,0.0255,0.0006
885.0,,,,,,,,,0.0,1.09,32.9,4.26,0.0,1.5116,0.0123,0.0
890.0,,,,,,,,,58.71,1.83,33.4,3.45,0.0154,0.8015,0.0072,0.0001
895.0,,,,,,,,,0.0,1.36,33.3,3.19,0.0037,0.9645,0.0095,0.0
