Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
1030.0,35.4,3.08,39.27
1035.0,36.6,3.11,39.45
1040.0,36.3,2.31,39.63
1045.0,35.2,2.89,39.81
1050.0,34.6,2.78,39.98
1055.0,36.1,1.4,40.16
1060.0,34.1,2.97,40.33
1065.0,35.4,3.75,40.51
1070.0,35.1,4.01,40.69
1075.0,35.5,4.06,40.86
1080.0,36.0,2.9,41.04
1085.0,35.6,2.59,41.22
1090.0,35.8,1.85,41.4
1095.0,35.3,2.23,41.58
1100.0,35.3,2.2,41.75
1105.0,34.9,3.29,41.93
1110.0,33.9,3.06,42.1
1115.0,34.1,1.74,42.27
1120.0,33.7,2.45,42.44
1125.0,34.9,-0.64,42.61
1130.0,35.1,1.23,42.79
1135.0,35.2,2.37,42.96
1140.0,34.9,1.94,43.14
1145.0,35.4,3.72,43.31
1150.0,35.1,2.52,43.49
1155.0,34.4,3.02,43.66
1160.0,34.3,1.88,43.83
1165.0,33.9,1.37,44.0
1170.0,33.9,2.19,44.17
1175.0,34.2,2.68,44.34
1180.0,34.6,1.85,44.52
1185.0,33.6,1.53,44.68
1190.0,34.2,2.16,44.86
1195.0,33.5,2.17,45.02
1200.0,34.8,2.71,45.2
1205.0,33.5,1.43,45.37
1210.0,34.6,0.05,45.54
1215.0,34.2,1.13,45.71
1220.0,34.2,1.3,45.88
1225.0,33.8,1.92,46.05
1230.0,35.0,3.79,46.22
1235.0,36.6,2.66,46.41
1240.0,34.7,2.08,46.58
1245.0,34.6,1.59,46.75
1250.0,36.0,1.32,46.93
1255.0,36.7,2.92,47.12
1260.0,35.0,3.52,47.29
1265.0,34.3,2.31,47.46
1270.0,35.0,-0.02,47.64
1275.0,34.8,-0.63,47.81
1280.0,33.1,-1.31,47.98
1285.0,34.8,-0.0,48.15
1290.0,34.5,-0.46,48.32
1295.0,33.4,2.26,48.49
1300.0,33.0,2.17,48.66
1305.0,32.6,2.49,48.82
1310.0,35.4,2.17,49.0
1315.0,32.7,0.45,49.16
1320.0,34.0,2.76,49.33
1325.0,34.3,0.28,49.5
1330.0,34.3,4.42,49.67
1335.0,33.7,4.34,49.84
1340.0,34.6,5.74,50.01
1345.0,33.0,6.29,50.18
1350.0,33.6,2.42,50.35
1355.0,32.0,1.4,50.51
1360.0,31.7,0.97,50.67
1365.0,32.4,2.26,50.83
1370.0,32.6,3.18,50.99
1375.0,31.0,1.71,51.15
1380.0,32.7,0.32,51.31
1385.0,32.8,1.09,51.47
1390.0,32.8,1.27,51.64
1395.0,32.3,1.68,51.8
1400.0,34.1,2.37,51.97
1405.0,32.8,2.79,52.13
1410.0,33.5,3.01,52.3
1415.0,33.6,2.67,52.47
1420.0,33.2,1.92,52.63
1425.0,32.4,3.02,52.8
1430.0,33.5,2.52,52.96
1435.0,33.6,0.41,53.13
1440.0,33.9,1.28,53.3
1445.0,34.0,2.23,53.47
1450.0,33.0,2.97,53.64
1455.0,34.5,2.06,53.81
1460.0,33.6,1.39,53.98
1465.0,33.5,2.08,54.14
1470.0,33.0,2.42,54.31
1475.0,33.9,1.43,54.48
1480.0,33.9,1.18,54.65
1485.0,34.8,2.36,54.82
1490.0,34.3,2.72,54.99
1495.0,34.5,1.51,55.17
1500.0,34.4,0.54,55.34
1505.0,34.8,1.64,55.51
1510.0,34.6,3.52,55.68
1515.0,34.6,2.76,55.86
1520.0,33.9,0.55,56.03
1525.0,34.3,0.87,56.2
1530.0,34.9,1.97,56.37
1535.0,35.4,2.96,56.55
1540.0,35.0,-0.83,56.73
1545.0,34.4,-0.77,56.9
1550.0,35.4,-0.65,57.07
1555.0,34.2,-0.2,57.25
1560.0,35.7,2.75,57.42
1565.0,35.0,0.97,57.6
1570.0,33.6,1.55,57.77
1575.0,35.5,2.45,57.94
1580.0,35.6,0.11,58.12
1585.0,36.6,2.1,58.3
1590.0,35.6,2.48,58.48
1595.0,35.8,2.22,58.66
1600.0,34.5,3.83,58.83
1605.0,36.2,5.03,59.02
1610.0,36.6,5.98,59.2
1615.0,36.0,4.33,59.38
1620.0,35.2,1.82,59.55
1625.0,35.6,0.73,59.73
1630.0,36.0,2.69,59.91
1635.0,36.1,3.18,60.09
1640.0,36.4,1.65,60.28
1645.0,37.0,-0.47,60.46
1650.0,35.8,1.41,60.64
1655.0,35.5,3.53,60.82
1660.0,35.9,3.42,61.0
1665.0,37.2,2.64,61.18
1670.0,36.4,1.3,61.36
1675.0,36.6,2.38,61.55
1680.0,37.7,2.2,61.74
1685.0,37.1,2.08,61.92
1690.0,36.4,2.37,62.1
1695.0,37.2,3.47,62.29
1700.0,37.4,2.54,62.48
1705.0,37.9,-0.15,62.67
1710.0,37.0,0.97,62.85
1715.0,37.4,2.04,63.04
1720.0,36.5,2.29,63.22
1725.0,37.0,2.23,63.41
1730.0,37.7,1.78,63.59
1735.0,37.8,0.02,63.78
1740.0,36.8,2.22,63.97
1745.0,36.5,1.05,64.15
1750.0,37.7,0.86,64.34
1755.0,39.7,4.49,64.54
1760.0,38.0,2.91,64.73
1765.0,38.7,3.13,64.92
1770.0,38.4,1.56,65.11
1775.0,38.9,1.88,65.31
1780.0,38.8,3.06,65.5
1785.0,38.2,2.67,65.69
1790.0,37.4,1.73,65.88
1795.0,36.9,0.84,66.06
1800.0,39.5,1.78,66.26
1805.0,38.1,2.43,66.45
1810.0,40.5,0.24,66.65
1815.0,39.5,-2.02,66.85
1820.0,38.2,-1.32,67.04
1825.0,39.8,-0.55,67.24
1830.0,39.8,2.2,67.44
1835.0,38.8,2.48,67.63
1840.0,39.8,1.3,67.83
1845.0,39.9,1.97,68.03
1850.0,39.4,1.85,68.23
1855.0,39.1,2.84,68.42
1860.0,40.0,1.74,68.62
1865.0,39.6,0.69,68.82
1870.0,40.4,3.39,69.02
1875.0,40.5,5.74,69.23
1880.0,39.7,6.37,69.42
1885.0,40.9,4.46,69.63
1890.0,40.8,1.4,69.83
1895.0,39.7,1.94,70.03
1900.0,40.7,3.21,70.24
1905.0,39.5,1.77,70.43
1910.0,41.6,2.69,70.64
1915.0,41.0,-0.38,70.85
1920.0,41.2,-0.43,71.05
1925.0,41.5,2.48,71.26
1930.0,42.1,3.36,71.47
1935.0,42.1,5.53,71.68
1940.0,42.4,3.68,71.89
1945.0,42.3,2.28,72.1
1950.0,42.9,3.63,72.32
1955.0,42.5,3.87,72.53
1960.0,41.9,1.32,72.74
1965.0,42.9,0.88,72.95
1970.0,42.1,1.21,73.16
1975.0,41.6,2.72,73.37
1980.0,42.5,3.29,73.59
1985.0,42.1,1.83,73.8
1990.0,41.2,-0.47,74.0
1995.0,42.4,-0.32,74.21
2000.0,41.2,1.44,74.42
2005.0,42.1,2.09,74.63
2010.0,42.7,2.69,74.84
2015.0,42.2,2.58,75.05
2020.0,43.4,2.87,75.27
2025.0,43.1,3.07,75.49
2030.0,42.5,1.66,75.7
2035.0,43.8,0.07,75.92
2040.0,44.2,2.1,76.14
2045.0,42.7,3.16,76.35
2050.0,44.2,2.57,76.57
2055.0,43.2,3.21,76.79
2060.0,43.8,2.38,77.01
2065.0,43.3,1.74,77.23
2070.0,44.4,2.74,77.45
2075.0,43.2,1.73,77.66
2080.0,43.6,0.78,77.88
2085.0,45.2,-0.42,78.11
2090.0,42.9,-2.61,78.32
2095.0,45.1,-0.83,78.55
2100.0,45.3,1.8,78.77
2105.0,44.8,2.25,79.0
2110.0,44.5,2.15,79.22
2115.0,44.8,2.07,79.44
2120.0,44.7,1.9,79.67
2125.0,43.9,1.36,79.89
2130.0,44.1,1.48,80.11
2135.0,44.7,1.34,80.33
2140.0,43.9,5.0,80.55
2145.0,45.6,6.51,80.78
2150.0,45.2,4.79,81.0
2155.0,45.3,3.98,81.23
2160.0,45.6,1.49,81.46
2165.0,45.2,1.49,81.69
2170.0,45.8,0.74,81.91
2175.0,45.3,0.46,82.14
2180.0,44.7,2.89,82.36
2185.0,45.0,4.47,82.59
2190.0,45.1,2.66,82.81
2195.0,44.6,0.16,83.04
2200.0,46.3,1.11,83.27
2205.0,45.0,2.78,83.49
2210.0,45.3,3.49,83.72
2215.0,46.1,2.4,83.95
2220.0,45.5,1.7,84.18
2225.0,45.4,2.1,84.41
2230.0,45.8,1.55,84.63
2235.0,45.0,1.55,84.86
2240.0,47.0,0.55,85.09
2245.0,45.1,2.51,85.32
2250.0,45.2,3.56,85.55
2255.0,44.7,2.73,85.77
2260.0,44.1,3.22,85.99
2265.0,45.4,1.11,86.22
2270.0,45.9,1.38,86.45
2275.0,44.3,2.39,86.67
2280.0,43.2,1.86,86.88
2285.0,44.2,1.69,87.11
2290.0,45.6,1.37,87.33
2295.0,45.4,2.41,87.56
2300.0,43.8,3.61,87.78
2305.0,43.8,3.53,88.0
2310.0,44.0,3.02,88.22
2315.0,44.7,1.42,88.44
2320.0,45.5,1.64,88.67
2325.0,46.1,0.56,88.9
2330.0,43.5,0.2,89.12
2335.0,43.6,0.69,89.34
2340.0,44.4,1.2,89.56
2345.0,44.5,2.36,89.78
2350.0,44.2,1.3,90.0
2355.0,44.5,0.42,90.22
2360.0,45.1,-0.12,90.45
2365.0,44.0,0.87,90.67
2370.0,45.6,2.15,90.9
2375.0,45.9,2.1,91.13
2380.0,43.6,1.77,91.34
2385.0,44.2,1.71,91.56
2390.0,43.9,2.42,91.78
2395.0,45.3,2.53,92.01
2400.0,45.2,2.56,92.24
2405.0,45.6,2.01,92.46
2410.0,43.4,2.54,92.68
2415.0,44.3,3.72,92.9
2420.0,44.3,3.78,93.12
2425.0,43.7,2.51,93.34
2430.0,44.8,1.2,93.57
2435.0,43.8,1.75,93.79
2440.0,44.9,3.02,94.01
2445.0,45.4,2.66,94.24
2450.0,44.0,1.83,94.46
2455.0,44.3,5.3,94.68
2460.0,45.4,3.64,94.91
2465.0,44.5,1.13,95.13
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
