Time (s),HRR (kW/m2),MLR (g/s-m2),THR (MJ/m2)
985.0,142.3,5.3,145.16
990.0,140.3,5.9,145.86
995.0,141.7,6.59,146.57
1000.0,140.9,5.95,147.27
1005.0,141.1,5.6,147.98
1010.0,141.3,5.53,148.68
1015.0,140.6,6.37,149.39
1020.0,140.4,5.38,150.09
1025.0,140.2,4.97,150.79
1030.0,140.8,5.95,151.49
1035.0,142.1,5.2,152.2
1040.0,143.2,6.18,152.92
1045.0,143.9,4.54,153.64
1050.0,142.7,4.59,154.35
1055.0,141.7,5.23,155.06
1060.0,143.3,6.05,155.78
1065.0,143.5,6.87,156.5
1070.0,145.5,6.38,157.22
1075.0,144.9,6.21,157.95
1080.0,144.1,5.1,158.67
1085.0,143.4,6.52,159.39
1090.0,143.1,6.94,160.1
1095.0,143.4,5.46,160.82
1100.0,143.4,4.61,161.53
1105.0,142.0,4.16,162.24
1110.0,144.5,4.82,162.97
1115.0,141.7,6.16,163.68
1120.0,142.8,5.42,164.39
1125.0,143.3,5.14,165.11
1130.0,142.4,6.04,165.82
1135.0,142.4,6.01,166.53
1140.0,140.7,5.73,167.23
1145.0,142.2,4.66,167.94
1150.0,142.2,4.72,168.66
1155.0,142.2,6.24,169.37
1160.0,140.8,6.62,170.07
1165.0,140.3,6.95,170.77
1170.0,140.6,5.16,171.47
1175.0,141.9,4.72,172.18
1180.0,140.0,4.62,172.88
1185.0,139.2,4.01,173.58
1190.0,141.2,5.61,174.29
1195.0,139.0,5.22,174.98
1200.0,140.0,5.5,175.68
1205.0,140.1,5.3,176.38
1210.0,138.3,5.87,177.07
1215.0,138.9,6.41,177.77
1220.0,138.5,5.39,178.46
1225.0,138.7,4.85,179.15
1230.0,138.2,4.3,179.84
1235.0,137.1,5.67,180.53
1240.0,138.9,5.44,181.22
1245.0,137.5,4.31,181.91
1250.0,136.7,4.71,182.6
1255.0,136.5,5.76,183.28
1260.0,137.7,6.1,183.97
1265.0,136.0,5.6,184.65
1270.0,134.9,4.41,185.32
1275.0,136.0,3.82,186.0
1280.0,135.3,5.08,186.68
1285.0,135.6,5.39,187.35
1290.0,135.6,5.11,188.03
1295.0,134.9,5.42,188.71
1300.0,135.3,4.66,189.38
1305.0,134.4,4.14,190.06
1310.0,133.4,5.01,190.72
1315.0,134.4,5.08,191.39
1320.0,133.6,5.7,192.06
1325.0,133.6,5.29,192.73
1330.0,133.7,4.52,193.4
1335.0,131.7,4.99,194.06
1340.0,133.8,5.38,194.73
1345.0,133.7,5.15,195.39
1350.0,132.5,4.13,196.06
1355.0,130.8,4.71,196.71
1360.0,132.4,5.28,197.37
1365.0,131.9,4.99,198.03
1370.0,132.2,4.26,198.69
1375.0,130.1,3.68,199.34
1380.0,129.4,4.52,199.99
1385.0,128.5,4.95,200.63
1390.0,130.2,5.29,201.29
1395.0,130.5,4.99,201.94
1400.0,129.0,4.09,202.58
1405.0,127.0,3.58,203.22
1410.0,127.4,4.35,203.85
1415.0,129.6,4.51,204.5
1420.0,126.2,4.56,205.13
1425.0,128.1,5.03,205.77
1430.0,127.8,3.7,206.41
1435.0,126.8,4.65,207.05
1440.0,123.8,4.56,207.67
1445.0,126.1,3.98,208.3
1450.0,125.5,5.46,208.92
1455.0,123.8,4.51,209.54
1460.0,123.3,4.09,210.16
1465.0,124.7,3.32,210.78
1470.0,123.9,3.77,211.4
1475.0,122.6,4.55,212.01
1480.0,122.0,4.12,212.62
1485.0,122.4,4.48,213.24
1490.0,121.9,3.83,213.85
1495.0,121.2,4.87,214.45
1500.0,121.2,3.99,215.06
1505.0,122.2,3.34,215.67
1510.0,119.7,3.14,216.27
1515.0,119.8,3.53,216.87
1520.0,120.8,4.9,217.47
1525.0,118.6,4.32,218.06
1530.0,118.2,5.25,218.66
1535.0,119.6,5.0,219.25
1540.0,118.9,4.13,219.85
1545.0,117.3,3.75,220.43
1550.0,117.4,2.45,221.02
1555.0,116.6,3.4,221.6
1560.0,117.3,4.3,222.19
1565.0,116.3,4.5,222.77
1570.0,117.0,4.29,223.36
1575.0,116.0,3.19,223.94
1580.0,116.4,2.69,224.52
1585.0,115.8,3.35,225.1
1590.0,116.9,3.58,225.68
1595.0,114.7,3.78,226.26
1600.0,114.9,3.89,226.83
1605.0,113.9,3.5,227.4
1610.0,115.2,4.39,227.98
1615.0,115.5,4.61,228.55
1620.0,113.2,3.8,229.12
1625.0,114.1,4.32,229.69
1630.0,114.0,4.05,230.26
1635.0,113.5,3.08,230.83
1640.0,112.9,3.28,231.39
1645.0,111.6,2.1,231.95
1650.0,112.8,2.94,232.51
1655.0,112.5,3.51,233.08
1660.0,113.2,3.47,233.64
1665.0,111.3,4.05,234.2
1670.0,113.1,4.44,234.76
1675.0,111.3,4.61,235.32
1680.0,110.2,3.69,235.87
1685.0,108.6,2.86,236.41
1690.0,110.4,2.66,236.97
1695.0,112.2,3.23,237.53
1700.0,109.1,4.48,238.07
1705.0,109.4,3.58,238.62
1710.0,110.4,2.97,239.17
1715.0,110.0,2.96,239.72
1720.0,109.3,3.34,240.27
1725.0,109.7,3.97,240.82
1730.0,107.9,3.95,241.36
1735.0,108.9,3.76,241.9
1740.0,107.9,4.03,242.44
1745.0,106.9,3.38,242.97
1750.0,106.2,2.29,243.5
1755.0,108.8,2.45,244.05
1760.0,105.9,2.17,244.58
1765.0,106.5,3.64,245.11
1770.0,105.3,3.04,245.64
1775.0,105.3,2.76,246.16
1780.0,104.3,3.12,246.69
1785.0,104.3,2.75,247.21
1790.0,103.4,3.37,247.72
1795.0,102.6,3.86,248.24
1800.0,101.2,4.06,248.74
1805.0,102.4,3.64,249.25
1810.0,102.4,2.9,249.77
1815.0,100.0,2.3,250.27
1820.0,100.7,2.62,250.77
1825.0,100.5,2.06,251.27
1830.0,99.8,2.86,251.77
1835.0,98.8,2.76,252.27
1840.0,98.8,1.87,252.76
1845.0,96.5,2.87,253.24
1850.0,95.9,1.45,253.72
1855.0,96.4,2.02,254.2
1860.0,94.3,2.96,254.67
1865.0,96.8,2.85,255.16
1870.0,95.0,3.64,255.63
1875.0,94.5,3.9,256.11
1880.0,93.2,3.79,256.57
1885.0,91.4,3.05,257.03
1890.0,91.9,3.28,257.49
1895.0,91.5,1.68,257.95
1900.0,90.8,2.13,258.4
1905.0,88.9,2.0,258.84
1910.0,89.1,0.89,259.29
1915.0,88.8,1.73,259.73
1920.0,86.8,1.89,260.17
1925.0,85.0,2.9,260.59
1930.0,86.7,3.93,261.03
1935.0,85.0,3.6,261.45
1940.0,85.4,2.66,261.88
1945.0,83.5,2.84,262.3
1950.0,82.1,1.08,262.71
1955.0,83.2,0.31,263.12
1960.0,82.5,0.36,263.54
1965.0,83.2,0.42,263.95
1970.0,80.9,1.97,264.36
1975.0,80.5,1.73,264.76
1980.0,80.6,2.01,265.16
1985.0,79.9,1.99,265.56
1990.0,79.4,1.84,265.96
1995.0,79.9,2.93,266.36
2000.0,78.1,2.16,266.75
2005.0,76.7,2.75,267.13
2010.0,76.8,2.34,267.52
2015.0,76.9,1.18,267.9
2020.0,78.5,2.04,268.29
2025.0,76.1,2.17,268.67
2030.0,75.3,1.69,269.05
2035.0,76.2,2.01,269.43
2040.0,74.9,1.52,269.8
2045.0,75.5,1.86,270.18
2050.0,74.7,2.4,270.56
2055.0,73.3,1.35,270.92
2060.0,73.5,1.29,271.29
2065.0,73.7,1.34,271.66
2070.0,72.9,1.98,272.02
2075.0,71.8,2.02,272.38
2080.0,71.4,1.85,272.74
2085.0,72.6,1.02,273.1
2090.0,70.3,1.56,273.45
2095.0,71.3,1.86,273.81
2100.0,68.7,1.28,274.15
2105.0,69.4,1.46,274.5
2110.0,70.0,0.39,274.85
2115.0,67.9,1.45,275.19
2120.0,68.4,2.0,275.53
2125.0,68.3,2.05,275.87
2130.0,68.7,2.59,276.22
2135.0,66.3,2.88,276.55
2140.0,66.2,2.8,276.88
2145.0,67.6,0.98,277.22
2150.0,66.5,0.57,277.55
2155.0,66.5,0.7,277.88
2160.0,66.5,1.46,278.21
2165.0,63.9,1.63,278.53
2170.0,65.0,0.67,278.86
2175.0,64.2,-0.1,279.18
2180.0,62.9,1.58,279.49
2185.0,62.7,1.91,279.81
2190.0,61.8,1.85,280.12
2195.0,61.3,3.31,280.42
2200.0,60.5,1.92,280.73
2205.0,60.3,1.36,281.03
2210.0,60.8,-0.33,281.33
2215.0,60.5,-0.82,281.63
2220.0,60.2,1.29,281.93
2225.0,60.5,2.46,282.24
2230.0,58.2,3.29,282.53
2235.0,57.3,1.66,282.81
2240.0,57.8,0.36,283.1
2245.0,58.6,1.47,283.4
2250.0,56.2,1.56,283.68
2255.0,55.6,3.01,283.96
2260.0,56.0,0.88,284.24
2265.0,55.4,-0.23,284.51
2270.0,54.1,0.9,284.78
2275.0,54.9,1.54,285.06
2280.0,53.9,2.8,285.33
2285.0,53.0,1.69,285.59
2290.0,51.8,0.83,285.85
2295.0,51.9,0.39,286.11
2300.0,50.9,0.69,286.36
2305.0,50.7,1.35,286.62
2310.0,51.6,0.99,286.88
2315.0,50.2,0.51,287.13
2320.0,49.8,-0.09,287.38
2325.0,50.0,1.2,287.63
2330.0,49.1,2.2,287.87
2335.0,48.9,2.35,288.12
2340.0,47.9,1.38,288.36
2345.0,47.7,-0.35,288.59
2350.0,46.9,0.66,288.83
2355.0,46.2,0.29,289.06
2360.0,44.7,-2.84,289.28
2365.0,44.2,7.85,289.5
2370.0,43.9,-2.18,289.72
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
