Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg),MLR (g/s),Air/Sample (kg/kg),CO2 (kg/kg),CO (kg/kg)
357.0,114.1,39.86,13.06,0.088,295.4,1.58,0.006
360.0,114.7,40.21,13.02,0.088,293.9,1.58,0.005
363.0,114.3,40.55,12.98,0.088,291.6,1.58,0.006
366.0,117.6,40.9,12.95,0.089,291.1,1.59,0.008
369.0,116.9,41.25,12.91,0.091,283.7,1.56,0.005
372.0,118.2,41.61,12.88,0.092,278.7,1.53,0.006
375.0,118.3,41.96,12.85,0.094,273.6,1.51,0.004
378.0,120.1,42.32,12.83,0.094,274.5,1.52,0.004
381.0,119.9,42.68,12.81,0.094,272.7,1.52,0.004
384.0,121.4,43.05,12.79,0.094,272.6,1.53,0.009
387.0,122.3,43.41,12.76,0.095,273.0,1.54,0.008
390.0,122.9,43.78,12.74,0.095,268.2,1.52,0.008
393.0,124.8,44.16,12.71,0.096,268.6,1.53,0.009
396.0,123.0,44.52,12.68,0.098,263.5,1.51,0.006
399.0,124.1,44.9,12.65,0.099,259.3,1.5,0.007
402.0,125.9,45.27,12.61,0.101,254.9,1.48,0.005
405.0,128.2,45.66,12.59,0.102,250.0,1.47,0.006
408.0,128.7,46.05,12.56,0.104,246.4,1.45,0.006
411.0,129.7,46.43,12.55,0.104,246.0,1.46,0.007
414.0,129.9,46.82,12.54,0.105,242.9,1.44,0.008
417.0,132.5,47.22,12.53,0.104,243.8,1.45,0.009
420.0,132.7,47.62,12.54,0.105,241.4,1.43,0.012
423.0,130.7,48.01,12.55,0.105,242.2,1.46,0.008
426.0,131.2,48.41,12.57,0.106,242.2,1.46,0.01
429.0,133.1,48.8,12.6,0.106,238.7,1.44,0.011
432.0,134.2,49.21,12.64,0.107,237.2,1.43,0.01
435.0,133.3,49.61,12.69,0.108,236.7,1.46,0.009
438.0,135.1,50.01,12.74,0.108,236.8,1.48,0.009
441.0,139.6,50.43,12.79,0.108,236.4,1.47,0.01
444.0,141.9,50.86,12.85,0.108,235.6,1.47,0.009
447.0,139.1,51.27,12.9,0.108,234.7,1.48,0.009
450.0,141.2,51.7,12.95,0.109,234.5,1.48,0.009
453.0,142.9,52.13,12.99,0.109,231.8,1.47,0.009
456.0,142.3,52.55,13.02,0.11,229.6,1.47,0.01
459.0,143.8,52.99,13.04,0.111,230.7,1.51,0.009
462.0,149.1,53.43,13.06,0.112,228.1,1.5,0.01
465.0,150.3,53.88,13.06,0.114,222.5,1.49,0.006
468.0,150.6,54.34,13.05,0.114,221.2,1.49,0.01
471.0,151.6,54.79,13.03,0.115,220.5,1.49,0.009
474.0,150.1,55.24,13.01,0.116,216.6,1.48,0.009
477.0,151.7,55.7,12.99,0.117,215.8,1.49,0.013
480.0,153.4,56.16,12.96,0.118,213.5,1.47,0.01
483.0,153.5,56.62,12.94,0.119,211.0,1.47,0.009
486.0,155.2,57.08,12.92,0.12,210.6,1.5,0.01
489.0,155.2,57.55,12.9,0.122,206.5,1.49,0.013
492.0,160.5,58.03,12.9,0.124,203.5,1.47,0.008
495.0,159.6,58.51,12.9,0.125,200.0,1.47,0.009
498.0,160.7,58.99,12.91,0.126,200.1,1.48,0.011
501.0,163.4,59.48,12.92,0.126,198.7,1.47,0.014
504.0,163.3,59.97,12.95,0.126,198.0,1.47,0.009
507.0,163.3,60.46,12.98,0.126,199.0,1.48,0.013
510.0,161.5,60.94,13.02,0.126,198.6,1.5,0.009
513.0,164.9,61.44,13.06,0.126,198.8,1.5,0.009
516.0,165.9,61.94,13.11,0.126,198.7,1.5,0.012
519.0,165.5,62.43,13.17,0.127,196.3,1.51,0.009
522.0,166.6,62.93,13.23,0.127,199.0,1.55,0.008
525.0,169.9,63.44,13.3,0.127,197.4,1.56,0.01
528.0,172.2,63.96,13.38,0.128,196.9,1.54,0.009
531.0,171.2,64.47,13.46,0.128,194.8,1.54,0.011
534.0,168.7,64.98,13.55,0.127,196.3,1.57,0.011
537.0,174.4,65.5,13.65,0.127,196.9,1.56,0.013
540.0,173.3,66.02,13.76,0.127,196.0,1.56,0.014
543.0,172.7,66.54,13.88,0.126,197.7,1.58,0.011
546.0,172.2,67.06,14.01,0.125,199.6,1.59,0.01
549.0,173.5,67.58,14.16,0.123,202.3,1.61,0.01
552.0,171.8,68.09,14.31,0.121,205.3,1.63,0.012
555.0,172.0,68.61,14.47,0.12,208.4,1.67,0.012
558.0,173.9,69.13,14.63,0.118,213.8,1.7,0.012
561.0,173.2,69.65,14.78,0.116,215.6,1.73,0.012
564.0,171.8,70.17,14.93,0.115,216.8,1.73,0.012
567.0,175.1,70.69,15.08,0.113,221.0,1.75,0.01
570.0,172.8,71.21,15.22,0.113,220.9,1.74,0.013
573.0,171.0,71.72,15.36,0.112,223.8,1.75,0.009
576.0,169.2,72.23,15.5,0.111,225.3,1.77,0.006
579.0,167.5,72.73,15.64,0.109,227.6,1.78,0.006
582.0,167.8,73.24,15.78,0.107,232.9,1.8,0.004
585.0,167.5,73.74,15.91,0.105,237.0,1.81,0.003
588.0,167.4,74.24,16.05,0.103,243.1,1.85,0.007
591.0,164.3,74.73,16.17,0.1,247.4,1.84,0.005
594.0,163.8,75.23,16.28,0.098,254.5,1.84,0.005
597.0,159.2,75.7,16.39,0.097,257.7,1.82,0.005
600.0,156.6,76.17,16.49,0.094,270.1,1.88,0.007
603.0,151.6,76.63,16.58,0.093,267.5,1.82,0.007
606.0,150.7,77.08,16.67,0.091,275.2,1.84,0.006
609.0,148.9,77.53,16.76,0.088,283.2,1.84,0.003
612.0,146.4,77.97,16.86,0.087,290.1,1.84,0.004
615.0,143.0,78.39,16.97,0.086,294.8,1.86,0.004
618.0,140.7,78.82,17.09,0.084,302.5,1.89,0.005
621.0,139.1,79.23,17.22,0.081,309.7,1.9,0.0
624.0,137.1,79.65,17.36,0.079,323.0,1.94,0.0
627.0,133.8,80.05,17.51,0.075,335.6,1.97,0.0
630.0,129.4,80.43,17.67,0.074,344.4,1.98,0.004
633.0,125.8,80.81,17.85,0.071,359.3,2.03,0.0
636.0,121.6,81.18,18.04,0.068,372.1,2.06,0.0
639.0,119.3,81.54,18.26,0.066,381.6,2.04,0.0
642.0,116.6,81.88,18.49,0.064,400.2,2.08,0.007
645.0,110.8,82.22,18.76,0.06,422.3,2.13,0.0
648.0,106.5,82.54,19.06,0.056,454.8,2.24,0.005
651.0,103.5,82.85,19.4,0.054,476.0,2.27,0.006
654.0,98.8,83.14,19.79,0.052,497.9,2.31,0.008
657.0,95.2,83.43,20.25,0.048,536.1,2.39,0.0
660.0,91.9,83.7,20.79,0.045,572.3,2.46,0.008
663.0,87.0,83.97,21.41,0.042,608.7,2.51,0.006
666.0,83.6,84.22,22.14,0.039,660.2,2.63,0.0
669.0,79.5,84.45,22.97,0.036,709.4,2.71,0.009
672.0,74.7,84.68,23.9,0.033,774.8,2.85,0.0
675.0,70.9,84.89,24.91,0.03,859.2,3.04,0.0
678.0,68.8,85.1,25.99,0.026,989.8,3.39,0.0
681.0,64.8,85.29,27.1,0.024,1080.5,3.55,0.0
684.0,63.2,85.48,28.21,0.021,1232.9,3.91,0.023
687.0,59.1,85.66,29.3,0.019,1351.1,4.17,0.0
690.0,57.6,85.83,30.37,0.018,1497.0,4.46,0.019
693.0,55.4,86.0,31.42,0.017,1542.0,4.4,0.025
696.0,52.2,86.15,32.49,0.016,1626.8,4.44,0.026
699.0,48.7,86.3,33.6,0.015,1723.7,4.53,0.023
702.0,45.4,86.44,34.8,0.014,1842.5,4.74,0.051
705.0,42.8,86.57,36.12,0.013,2008.6,5.11,0.069
708.0,43.3,86.69,37.55,0.012,2228.8,5.6,0.065
711.0,42.2,86.82,39.08,0.011,2430.0,6.03,0.089
714.0,41.9,86.95,40.65,0.011,2446.5,6.02,0.079
717.0,42.6,87.07,42.2,0.009,2832.8,6.86,0.12
720.0,42.8,87.2,43.65,0.009,2854.9,6.79,0.109
723.0,40.3,87.32,44.93,0.008,3285.8,7.79,0.104
726.0,39.8,87.44,45.98,0.009,3039.1,7.13,0.119
729.0,40.7,87.57,46.76,0.008,3279.5,7.69,0.124
732.0,39.0,87.68,47.27,0.007,3618.2,8.48,0.136
735.0,38.9,87.8,47.5,0.008,3295.4,7.71,0.149
738.0,39.5,87.92,47.48,0.008,3200.1,7.42,0.122
741.0,38.3,88.03,47.25,0.008,3282.3,7.53,0.139
744.0,39.1,88.15,46.83,0.008,3415.6,7.77,0.139
747.0,37.6,88.26,46.27,0.008,3245.8,7.48,0.13
750.0,38.2,88.38,45.59,0.008,3396.3,7.83,0.186
753.0,37.9,88.49,44.85,0.009,2866.9,6.47,0.132
756.0,39.3,88.61,44.05,0.008,3151.2,7.07,0.186
759.0,36.3,88.72,43.23,0.008,3234.8,7.28,0.183
762.0,36.6,88.83,42.4,0.009,3052.5,6.87,0.14
765.0,37.9,88.94,41.56,0.01,2715.3,6.12,0.15
768.0,38.4,89.06,40.7,0.009,2850.5,6.42,0.156
771.0,37.7,89.17,39.82,0.009,2977.7,6.65,0.162
774.0,37.6,89.28,38.91,0.009,2887.9,6.42,0.157
777.0,38.1,89.4,37.93,0.01,2602.6,5.84,0.107
780.0,36.3,89.51,36.87,0.01,2699.4,6.06,0.134
783.0,37.4,89.62,35.77,0.01,2679.2,6.01,0.107
786.0,37.5,89.73,34.59,0.01,2579.4,5.77,0.161
789.0,37.5,89.84,33.34,0.011,2461.8,5.45,0.12
792.0,37.4,89.96,32.06,0.012,2299.2,5.12,0.137
795.0,37.2,90.07,30.76,0.012,2216.0,4.89,0.146
798.0,36.1,90.18,29.48,0.013,2017.3,4.48,0.125
801.0,35.8,90.28,28.24,0.013,2105.9,4.69,0.108
804.0,36.5,90.39,27.04,0.014,1851.0,4.09,0.092
807.0,38.2,90.51,25.89,0.014,1865.5,4.14,0.101
810.0,36.8,90.62,24.8,0.015,1792.2,3.95,0.113
813.0,37.8,90.73,23.76,0.015,1768.9,3.91,0.11
816.0,37.2,90.84,22.78,0.017,1624.3,3.61,0.092
819.0,36.8,90.95,21.86,0.018,1521.4,3.36,0.089
822.0,37.1,91.06,21.01,0.018,1468.3,3.25,0.079
825.0,37.3,91.18,20.25,0.019,1389.3,3.02,0.085
828.0,35.9,91.28,19.58,0.019,1377.8,3.01,0.105
831.0,35.0,91.39,19.0,0.02,1379.9,3.01,0.078
834.0,36.4,91.5,18.54,0.02,1364.8,2.98,0.094
837.0,36.2,91.61,18.18,0.022,1239.9,2.69,0.078
840.0,35.6,91.71,17.93,0.021,1279.9,2.8,0.087
843.0,38.3,91.83,17.78,0.022,1210.3,2.61,0.069
846.0,35.7,91.93,17.75,0.021,1251.9,2.71,0.075
849.0,36.5,92.04,17.83,0.021,1301.3,2.82,0.078
852.0,34.9,92.15,18.04,0.02,1305.1,2.83,0.08
855.0,35.7,92.26,18.38,0.021,1305.6,2.83,0.081
858.0,34.8,92.36,18.88,0.021,1302.8,2.86,0.08
861.0,36.3,92.47,19.54,0.019,1390.9,3.03,0.105
864.0,34.7,92.57,20.38,0.019,1372.6,2.94,0.09
867.0,34.5,92.68,21.42,0.018,1514.4,3.26,0.111
870.0,35.0,92.78,22.67,0.016,1635.3,3.56,0.101
873.0,37.5,92.89,24.11,0.015,1754.6,3.82,0.128
876.0,36.2,93.0,25.73,0.016,1675.3,3.62,0.078
879.0,37.2,93.11,27.47,0.014,1902.9,4.12,0.137
882.0,35.1,93.22,29.2,0.012,2209.8,4.84,0.171
885.0,36.0,93.33,30.76,0.012,2316.3,5.05,0.153
888.0,36.1,93.44,31.91,0.012,2316.7,5.07,0.143
891.0,36.1,93.54,32.39,0.01,2694.8,5.82,0.192
894.0,35.6,93.65,31.95,0.008,3229.4,6.86,0.209
897.0,33.9,93.75,30.44,0.007,3688.7,7.85,0.269
900.0,35.7,93.86,27.86,0.007,4067.1,8.66,0.268
903.0,32.3,93.96,24.37,0.006,4338.5,9.3,0.325
906.0,35.4,94.06,20.29,0.005,0.0,0.0,0.0
909.0,35.2,94.17,16.01,0.005,4983.8,10.43,0.285
912.0,34.4,94.27,11.97,0.004,0.0,0.0,0.0
915.0,34.4,94.38,8.52,0.003,0.0,0.0,0.0
918.0,34.0,94.48,5.9,0.002,0.0,0.0,0.0
921.0,34.2,94.58,4.26,0.003,0.0,0.0,0.0
924.0,35.3,94.69,3.64,0.002,0.0,0.0,0.0
927.0,34.8,94.79,4.05,0.003,0.0,0.0,0.0
930.0,34.6,94.89,5.46,0.003,0.0,0.0,0.0
933.0,32.7,94.99,7.78,0.003,0.0,0.0,0.0
936.0,34.6,95.1,10.87,0.004,0.0,0.0,0.0
939.0,35.4,95.2,14.49,0.005,0.0,0.0,0.0
942.0,33.6,95.3,18.3,0.006,4871.4,10.18,0.332
945.0,32.6,95.4,21.93,0.006,4154.4,8.73,0.292
948.0,33.6,95.5,25.0,0.007,3585.8,7.51,0.243
951.0,35.4,95.61,27.26,0.008,3350.7,7.03,0.253
954.0,34.3,95.71,28.58,0.009,2937.9,6.15,0.212
957.0,33.9,95.81,29.0,0.01,2592.1,5.39,0.194
960.0,35.3,95.92,28.68,0.013,2130.7,4.46,0.15
963.0,33.2,96.02,27.87,0.014,1975.2,4.15,0.132
966.0,35.5,96.12,26.8,0.015,1786.3,3.75,0.138
969.0,35.6,96.23,25.69,0.015,1816.9,3.78,0.11
972.0,34.3,96.33,24.67,0.015,1800.2,3.7,0.126
975.0,33.7,96.43,23.84,0.015,1840.7,3.83,0.127
978.0,31.4,96.53,23.21,0.015,1812.0,3.75,0.101
981.0,32.6,96.63,22.79,0.015,1781.6,3.67,0.126
984.0,33.2,96.73,22.55,0.015,1771.8,3.62,0.109
987.0,33.7,96.83,22.48,0.016,1666.6,3.45,0.134
990.0,33.6,96.93,22.54,0.016,1729.2,3.61,0.135
993.0,34.3,97.03,22.74,0.015,1827.2,3.8,0.114
996.0,34.3,97.13,23.05,0.015,1736.7,3.62,0.152
999.0,34.0,97.24,23.46,0.016,1736.8,3.59,0.113
1002.0,35.1,97.34,23.95,0.015,1742.0,3.59,0.149
1005.0,34.8,97.45,24.5,0.014,1940.7,4.02,0.168
1008.0,33.0,97.54,25.08,0.013,2074.3,4.29,0.146
1011.0,32.3,97.64,25.66,0.013,2065.2,4.29,0.147
1014.0,33.1,97.74,26.21,0.013,2097.3,4.38,0.181
1017.0,34.6,97.84,26.7,0.012,2239.7,4.63,0.168
1020.0,35.1,97.95,27.12,0.011,2348.9,4.86,0.193
1023.0,33.7,98.05,27.47,0.011,2421.2,4.97,0.208
1026.0,33.8,98.15,27.77,0.012,2207.5,4.53,0.161
1029.0,31.5,98.25,28.05,0.012,2286.4,4.76,0.176
1032.0,31.7,98.34,28.34,0.013,2121.1,4.42,0.181
1035.0,36.2,98.45,28.7,0.012,2186.7,4.49,0.184
1038.0,34.2,98.55,29.15,0.012,2190.0,4.48,0.174
1041.0,34.3,98.66,29.75,0.012,2214.5,4.51,0.178
1044.0,34.4,98.76,30.51,0.011,2415.2,4.94,0.185
1047.0,32.5,98.86,31.49,0.011,2405.5,4.92,0.199
1050.0,33.8,98.96,32.71,0.011,2508.7,5.1,0.21
1053.0,34.1,99.06,34.17,0.011,2492.5,5.05,0.176
1056.0,33.3,99.16,35.9,0.01,2774.0,5.69,0.231
1059.0,33.8,99.26,37.87,0.01,2591.6,5.38,0.224
1062.0,33.7,99.36,40.02,0.009,2948.4,6.13,0.249
1065.0,34.5,99.47,42.28,0.008,3441.1,7.15,0.316
1068.0,34.5,99.57,44.53,0.008,3434.3,7.1,0.31
1071.0,35.4,99.68,46.63,0.007,3953.1,8.18,0.301
1074.0,33.5,99.78,48.45,0.007,4148.9,8.56,0.392
1077.0,33.3,99.88,49.88,0.005,0.0,0.0,0.0
1080.0,32.9,99.98,50.82,0.006,4386.5,9.09,0.363
1083.0,33.7,100.08,51.25,0.006,4748.2,9.8,0.399
1086.0,34.7,100.18,51.16,0.006,4610.9,9.48,0.383
1089.0,33.8,100.28,50.6,0.006,4291.6,8.73,0.32
1092.0,32.5,100.38,49.67,0.007,3850.0,7.9,0.33
1095.0,33.1,100.48,48.46,0.007,3867.0,7.89,0.308
1098.0,32.9,100.58,47.11,0.006,4177.0,8.53,0.358
1101.0,34.1,100.68,45.72,0.007,3993.1,8.19,0.327
1104.0,34.3,100.78,44.42,0.008,3377.8,6.89,0.311
1107.0,32.7,100.88,43.3,0.009,3137.5,6.46,0.29
1110.0,33.7,100.98,42.41,0.009,3041.0,6.35,0.292
1113.0,34.2,101.08,41.76,0.009,2981.6,6.15,0.28
1116.0,34.9,101.19,41.31,0.009,3035.6,6.22,0.271
1119.0,32.8,101.29,40.95,0.009,2975.2,6.04,0.237
1122.0,32.4,101.39,40.56,0.008,3398.2,6.9,0.285
1125.0,32.7,101.48,40.05,0.008,3173.6,6.46,0.29
1128.0,32.7,101.58,39.36,0.007,4066.7,8.29,0.361
1131.0,34.1,101.68,38.51,0.006,4455.4,8.98,0.373
1134.0,34.8,101.79,37.59,0.005,0.0,0.0,0.0
1137.0,32.4,101.89,36.71,0.005,0.0,0.0,0.0
1140.0,33.3,101.99,35.93,0.005,0.0,0.0,0.0
1143.0,33.0,102.08,35.26,0.006,4859.5,9.73,0.444
1146.0,32.7,102.18,34.65,0.006,4449.1,8.9,0.341
1149.0,33.5,102.28,34.0,0.008,3266.0,6.49,0.277
1152.0,32.0,102.38,33.21,0.009,3071.1,6.17,0.266
1155.0,32.7,102.48,32.26,0.01,2641.8,5.33,0.207
1158.0,32.3,102.57,31.16,0.011,2356.1,4.76,0.18
1161.0,33.2,102.67,30.0,0.012,2309.9,4.59,0.191
1164.0,32.6,102.77,28.89,0.013,2083.3,4.19,0.158
1167.0,32.9,102.87,27.94,0.013,2144.7,4.34,0.198
1170.0,32.0,102.97,27.24,0.014,2006.6,4.03,0.174
1173.0,31.6,103.06,26.82,0.013,2135.0,4.25,0.184
1176.0,31.0,103.15,26.67,0.014,1993.0,4.01,0.168
1179.0,33.1,103.25,26.77,0.012,2240.8,4.46,0.189
1182.0,31.8,103.35,27.06,0.013,2021.8,4.05,0.145
1185.0,31.9,103.44,27.5,0.012,2284.4,4.62,0.227
1188.0,32.5,103.54,28.03,0.011,2562.6,5.14,0.232
1191.0,32.6,103.64,28.6,0.011,2537.8,5.14,0.246
1194.0,32.6,103.74,29.18,0.011,2473.1,5.04,0.225
1197.0,31.9,103.83,29.75,0.011,2442.7,4.96,0.226
1200.0,33.8,103.93,30.3,0.011,2508.2,5.07,0.221
1203.0,33.3,104.03,30.83,0.011,2457.8,4.95,0.23
1206.0,31.5,104.13,31.32,0.01,2587.1,5.14,0.224
1209.0,31.4,104.22,31.76,0.01,2718.8,5.47,0.244
1212.0,33.6,104.32,32.13,0.009,2846.0,5.76,0.275
1215.0,32.9,104.42,32.43,0.011,2547.9,5.15,0.197
1218.0,33.2,104.52,32.62,0.01,2850.9,5.79,0.3
1221.0,32.6,104.62,32.7,0.009,2913.0,5.91,0.265
1224.0,33.8,104.72,32.68,0.009,2930.0,5.92,0.256
1227.0,32.4,104.82,32.56,0.01,2652.9,5.36,0.228
1230.0,32.2,104.92,32.39,0.01,2675.3,5.44,0.254
1233.0,33.3,105.02,32.19,0.011,2457.0,5.02,0.209
1236.0,32.9,105.11,32.0,0.011,2560.3,5.18,0.244
1239.0,34.0,105.22,31.87,0.01,2663.8,5.37,0.199
1242.0,32.8,105.31,31.82,0.01,2591.6,5.18,0.235
1245.0,33.3,105.41,31.88,0.011,2536.4,5.13,0.223
1248.0,31.8,105.51,32.05,0.011,2372.4,4.76,0.243
1251.0,33.1,105.61,32.31,0.01,2578.1,5.1,0.239
1254.0,32.9,105.71,32.64,0.011,2425.3,4.85,0.251
1257.0,32.2,105.8,32.98,0.01,2691.3,5.43,0.263
1260.0,34.9,105.91,33.26,0.009,2968.2,6.01,0.241
1263.0,34.3,106.01,33.43,0.009,3032.1,6.07,0.261
1266.0,31.9,106.11,33.43,0.009,2866.2,5.71,0.276
