Time (s),HRRPUA (kW/m2),THRPUA (MJ/m2),HT Comb (MJ/kg),MLR (g/s),Air/Sample (kg/kg),CO2 (kg/kg),CO (kg/kg)
225.0,1.3,1.28,99.0,0.0,0.0,0.01,0.009
230.0,0.2,1.28,99.0,0.0,0.0,0.01,0.009
235.0,1.3,1.29,99.0,0.0,0.0,0.01,0.009
240.0,1.2,1.3,99.0,0.0,0.0,0.01,0.009
245.0,1.2,1.3,99.0,0.0,0.0,0.01,0.01
250.0,1.5,1.31,99.0,0.0,0.0,0.01,0.009
255.0,0.4,1.31,99.0,0.0,0.0,0.01,0.009
260.0,0.6,1.32,99.0,0.0,0.0,0.01,0.009
265.0,1.7,1.32,99.0,0.0,0.0,0.01,0.009
270.0,2.1,1.33,99.0,0.0,0.0,0.01,0.009
275.0,1.9,1.34,99.0,0.0,0.0,0.01,0.01
280.0,3.5,1.36,99.0,0.0,0.0,0.01,0.01
285.0,1.7,1.37,99.0,0.0,0.0,0.01,0.009
290.0,2.7,1.38,99.0,0.0,0.0,0.01,0.009
295.0,1.2,1.39,99.0,0.0,0.0,0.01,0.009
300.0,2.5,1.4,99.0,0.0,0.0,0.01,0.009
305.0,1.9,1.41,99.0,0.0,0.0,0.01,0.009
310.0,2.9,1.43,99.0,0.0,0.0,0.01,0.009
315.0,2.9,1.44,99.0,0.0,0.0,0.01,0.009
320.0,1.7,1.45,99.0,0.0,0.0,0.01,0.008
325.0,1.0,1.45,99.0,0.0,0.0,0.01,0.009
330.0,1.2,1.46,99.0,0.0,0.0,0.01,0.009
335.0,2.3,1.47,99.0,0.0,0.0,0.01,0.009
340.0,2.3,1.48,99.0,0.0,0.0,0.01,0.009
345.0,0.4,1.48,99.0,0.0,0.0,0.01,0.009
350.0,1.7,1.49,99.0,0.0,0.0,0.01,0.009
355.0,0.2,1.49,99.0,0.0,0.0,0.01,0.009
360.0,0.6,1.5,99.0,0.0,0.0,0.01,0.009
365.0,-0.2,1.5,99.0,0.0,0.0,0.01,0.009
370.0,1.0,1.5,99.0,0.0,0.0,0.01,0.01
375.0,1.3,1.51,99.0,0.0,0.0,0.01,0.009
380.0,1.7,1.52,99.0,0.0,0.0,0.01,0.009
385.0,0.8,1.52,99.0,0.0,0.0,0.01,0.009
390.0,0.0,1.52,0.0,0.0,0.0,0.01,0.009
395.0,1.5,1.53,0.0,0.0,0.0,0.01,0.009
400.0,0.6,1.53,0.0,0.0,0.0,0.01,0.009
405.0,0.6,1.54,0.0,0.0,0.0,0.01,0.009
410.0,0.8,1.54,0.0,0.0,0.0,0.01,0.009
415.0,0.0,1.54,0.0,0.0,0.0,0.01,0.009
420.0,0.8,1.54,0.0,0.0,0.0,0.01,0.009
425.0,0.0,1.54,0.0,0.0,0.0,0.01,0.009
430.0,0.0,1.54,0.0,0.0,0.0,0.01,0.009
435.0,1.7,1.55,0.0,0.0,0.0,0.01,0.009
440.0,1.0,1.56,0.0,0.0,0.0,0.01,0.009
445.0,1.2,1.56,0.0,0.0,0.0,0.01,0.009
450.0,0.0,1.56,0.0,0.0,0.0,0.01,0.009
455.0,0.0,1.56,0.0,0.0,0.0,0.01,0.009
