Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
1445.0,,,,,,,,,116.61,1.8,49.2,2.46,0.0229,0.7783,0.0439,0.0003
1450.0,,,,,,,,,104.83,1.97,48.6,2.2,0.0297,0.6852,0.0377,0.0001
1455.0,,,,,,,,,121.85,2.01,47.4,2.0,0.0365,0.626,0.036,0.0
1460.0,,,,,,,,,176.06,1.41,48.0,2.93,0.0352,0.7485,0.053,0.0
1465.0,,,,,,,,,281.98,0.91,44.8,4.39,0.0,1.2806,0.1042,0.0003
1470.0,,,,,,,,,179.32,1.3,46.4,3.01,0.0329,0.7977,0.0584,0.0
1475.0,,,,,,,,,129.83,1.62,44.7,2.47,0.0453,0.6697,0.0402,0.0
1480.0,,,,,,,,,133.07,1.49,44.0,2.75,0.0624,0.5804,0.0489,0.0001
1485.0,,,,,,,,,175.47,1.05,43.1,3.83,0.0494,0.7668,0.0726,0.0
1490.0,,,,,,,,,145.55,1.25,45.3,3.09,0.0333,0.8132,0.0916,0.0001
1495.0,,,,,,,,,204.95,1.4,43.0,2.8,0.0744,0.5788,0.0974,0.0
1500.0,,,,,,,,,89.4,1.52,42.1,2.56,0.0612,0.6232,0.0761,0.0004
1505.0,,,,,,,,,178.69,1.25,41.7,3.17,0.0679,0.6902,0.0908,0.0001
1510.0,,,,,,,,,255.26,1.15,38.6,3.4,0.0438,0.8164,0.0885,0.0002
1515.0,,,,,,,,,114.52,1.32,38.7,2.9,0.1012,0.5505,0.0825,0.0
1520.0,,,,,,,,,161.55,1.78,37.8,2.1,0.0914,0.4571,0.0604,0.0002
1525.0,,,,,,,,,164.98,1.83,37.7,2.25,0.1254,0.2648,0.0673,0.0003
1530.0,,,,,,,,,133.29,1.06,37.0,3.78,0.0304,0.8967,0.0852,0.0
1535.0,,,,,,,,,56.89,0.82,38.1,4.03,0.0,1.2721,0.0835,0.0005
1540.0,,,,,,,,,97.06,1.24,36.6,3.26,0.0638,0.7348,0.0902,0.0
1545.0,,,,,,,,,4.62,1.26,35.0,3.34,0.1146,0.5172,0.0756,0.0002
1550.0,,,,,,,,,242.69,1.46,38.2,2.68,0.1371,0.3299,0.0844,0.0
1555.0,,,,,,,,,153.99,1.75,36.9,2.24,0.1151,0.3284,0.0628,0.0002
1560.0,,,,,,,,,87.67,1.39,33.5,2.72,0.1244,0.4241,0.0775,0.0
1565.0,,,,,,,,,103.13,0.71,33.3,5.16,0.1791,0.5981,0.1498,0.0001
1570.0,,,,,,,,,58.52,0.7,33.8,5.08,0.0074,0.9837,0.1404,0.0
1575.0,,,,,,,,,156.18,1.0,31.8,3.4,0.088,0.7198,0.0936,0.0003
1580.0,,,,,,,,,61.48,1.62,32.3,2.06,0.1258,0.3491,0.06,0.0003
1585.0,,,,,,,,,18.32,1.6,30.7,2.04,0.1549,0.2104,0.0764,0.0
1590.0,,,,,,,,,94.35,0.91,28.6,3.59,0.1802,0.4761,0.0994,0.0004
1595.0,,,,,,,,,120.72,0.58,29.9,5.47,0.0671,0.8768,0.1788,0.0
1600.0,,,,,,,,,278.23,0.49,29.1,6.41,0.0,1.2158,0.2167,0.0002
1605.0,,,,,,,,,19.42,1.04,28.5,3.04,0.1993,0.3413,0.1009,0.0
1610.0,,,,,,,,,59.29,1.69,27.4,1.88,0.1465,0.2106,0.0635,0.0
1615.0,,,,,,,,,59.69,1.65,28.5,1.83,0.1589,0.1658,0.0687,0.0002
1620.0,,,,,,,,,49.59,1.04,26.5,2.83,0.1294,0.5722,0.1146,0.0005
1625.0,,,,,,,,,31.4,0.53,26.2,5.77,0.0882,0.8508,0.221,0.0
1630.0,,,,,,,,,228.09,0.43,23.4,6.92,0.0978,0.866,0.2634,0.0014
1635.0,,,,,,,,,219.99,0.56,23.6,5.43,0.264,0.5089,0.2276,0.0
1640.0,,,,,,,,,65.0,1.03,23.0,3.1,0.17,0.4219,0.1186,0.0004
1645.0,,,,,,,,,112.68,1.38,24.3,2.38,0.2045,0.0672,0.0973,0.0
1650.0,,,,,,,,,23.17,1.55,23.1,1.99,0.1771,0.0924,0.0835,0.0002
1655.0,,,,,,,,,74.77,1.12,23.9,2.75,0.2178,0.1901,0.1381,0.0006
1660.0,,,,,,,,,73.94,0.59,22.0,5.18,0.1597,0.6877,0.2663,0.0003
1665.0,,,,,,,,,181.71,0.92,21.0,3.28,0.3153,0.0837,0.1608,0.0
1670.0,,,,,,,,,100.81,1.43,20.5,2.11,0.2085,0.0573,0.094,0.0004
1675.0,,,,,,,,,32.54,1.06,19.5,2.81,0.2172,0.2741,0.128,0.0
1680.0,,,,,,,,,159.11,0.67,18.6,4.4,0.2816,0.4001,0.1963,0.0
1685.0,,,,,,,,,27.7,0.91,19.7,3.12,0.2977,0.1014,0.1488,0.0
1690.0,,,,,,,,,59.28,0.85,19.3,3.32,0.3549,0.0,0.15,0.0001
1695.0,,,,,,,,,180.72,0.71,18.8,3.83,0.333,0.2152,0.1753,0.0
1700.0,,,,,,,,,119.87,1.05,18.9,2.57,0.2383,0.1739,0.1097,0.0005
1705.0,,,,,,,,,77.0,1.39,19.5,1.86,0.2051,0.0562,0.0911,0.0001
1710.0,,,,,,,,,2.4,1.02,20.6,2.51,0.2974,0.0,0.1122,0.0004
1715.0,,,,,,,,,146.71,0.74,19.0,3.46,0.2576,0.3463,0.1453,0.0
1720.0,,,,,,,,,228.57,0.38,18.8,6.9,0.7589,0.0,0.3033,0.0006
1725.0,,,,,,,,,4.06,0.44,18.8,6.1,0.3344,0.4913,0.2453,0.0002
1730.0,,,,,,,,,88.07,0.88,17.7,3.18,0.2966,0.0991,0.1163,0.0004
1735.0,,,,,,,,,35.93,1.12,18.5,2.42,0.2009,0.1845,0.0886,0.0
1740.0,,,,,,,,,148.3,0.4,18.3,7.56,0.4192,0.3934,0.251,0.0002
1745.0,,,,,,,,,34.58,0.82,18.7,3.67,0.2716,0.2024,0.1187,0.0007
1750.0,,,,,,,,,157.1,0.7,19.2,4.24,0.2956,0.2531,0.1374,0.0
1755.0,,,,,,,,,0.0,0.73,18.5,4.11,0.2372,0.3731,0.1238,0.0
1760.0,,,,,,,,,30.04,1.01,18.2,2.93,0.192,0.2964,0.0853,0.0
1765.0,,,,,,,,,62.3,1.14,19.0,2.65,0.2086,0.1068,0.0806,0.0004
1770.0,,,,,,,,,0.0,1.0,17.7,3.1,0.236,0.1164,0.0845,0.0005
