Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
105.0,,,,,,,,,410.81,18.3,355.8,1.8,0.0005,0.9414,0.0023,0.0
110.0,,,,,,,,,391.25,18.7,423.0,1.8,0.0026,0.7567,0.0019,0.0
115.0,,,,,,,,,431.49,17.07,469.3,1.73,0.0035,0.7082,0.0024,0.0
120.0,,,,,,,,,459.5,15.19,447.8,1.68,0.0041,0.7476,0.0025,0.0
125.0,,,,,,,,,548.89,13.34,388.6,1.76,0.0024,0.8766,0.0025,0.0
130.0,,,,,,,,,580.88,12.05,333.4,1.83,0.0018,0.9165,0.0034,0.0
135.0,,,,,,,,,586.42,11.9,312.8,1.81,0.003,0.8639,0.0024,0.0
140.0,,,,,,,,,562.72,11.21,303.3,1.86,0.0031,0.8484,0.002,0.0
145.0,,,,,,,,,653.63,9.85,295.3,2.0,0.0018,0.9222,0.0024,0.0
150.0,,,,,,,,,632.91,9.68,282.5,1.88,0.0037,0.8021,0.0021,0.0
155.0,,,,,,,,,587.71,8.85,261.4,1.86,0.006,0.7064,0.0016,0.0
160.0,,,,,,,,,686.2,6.83,240.0,2.09,0.0035,0.8198,0.0016,0.0001
165.0,,,,,,,,,659.81,5.93,207.4,2.08,0.0042,0.812,0.0017,0.0
170.0,,,,,,,,,662.04,4.96,179.9,2.26,0.0021,0.8918,0.0024,0.0
175.0,,,,,,,,,794.44,3.94,155.9,2.34,0.0021,0.9145,0.0029,0.0
180.0,,,,,,,,,682.27,3.87,137.2,2.24,0.0036,0.8038,0.0035,0.0
185.0,,,,,,,,,607.13,3.17,121.4,2.41,0.0051,0.7713,0.0034,0.0
190.0,,,,,,,,,821.02,1.72,102.8,3.83,0.0,1.1765,0.0078,0.0
195.0,,,,,,,,,430.56,0.95,87.7,6.19,0.0,1.959,0.0122,0.0003
200.0,,,,,,,,,433.91,1.15,74.3,4.57,0.0,1.182,0.0132,0.0002
205.0,,,,,,,,,91.33,1.82,63.3,2.75,0.0106,0.5823,0.0096,0.0
210.0,,,,,,,,,102.09,1.99,57.8,3.31,0.0153,0.3706,0.0105,0.0
215.0,,,,,,,,,35.44,1.02,49.7,4.35,0.0146,0.6957,0.0228,0.0001
220.0,,,,,,,,,0.0,0.93,44.5,4.63,0.0261,0.632,0.0185,0.0003
225.0,,,,,,,,,0.0,1.55,41.7,3.68,0.0224,0.474,0.009,0.0
230.0,,,,,,,,,0.0,1.11,41.2,3.68,0.0392,0.5012,0.0108,0.0
235.0,,,,,,,,,0.0,0.91,37.7,4.52,0.0309,0.6756,0.013,0.0
240.0,,,,,,,,,0.0,1.28,37.2,3.24,0.0565,0.2702,0.0091,0.0005
245.0,,,,,,,,,44.74,1.39,39.1,3.07,0.0463,0.3517,0.0081,0.0004
250.0,,,,,,,,,0.0,0.86,38.8,4.99,0.0274,0.7753,0.0105,0.0005
255.0,,,,,,,,,0.0,0.93,39.8,4.76,0.0454,0.6016,0.0095,0.0005
260.0,,,,,,,,,0.0,1.01,40.4,4.42,0.0384,0.6306,0.0083,0.0002
265.0,,,,,,,,,0.0,1.28,40.3,3.59,0.0443,0.456,0.0063,0.0
270.0,,,,,,,,,0.0,1.49,43.1,3.19,0.0441,0.3869,0.0049,0.0
275.0,,,,,,,,,0.0,1.07,45.4,4.67,0.0582,0.4165,0.0067,0.0
280.0,,,,,,,,,0.0,0.95,48.0,5.44,0.058,0.4616,0.0072,0.0
285.0,,,,,,,,,94.64,1.38,52.3,3.69,0.0393,0.4676,0.0049,0.0
290.0,,,,,,,,,58.51,1.73,52.7,2.88,0.0337,0.3625,0.0039,0.0004
295.0,,,,,,,,,0.0,1.42,49.7,3.45,0.0572,0.1151,0.0045,0.0003
300.0,,,,,,,,,165.97,0.84,47.9,5.8,0.0687,0.272,0.0077,0.0003
305.0,,,,,,,,,189.28,0.94,47.8,5.11,0.054,0.3587,0.0067,0.0
310.0,,,,,,,,,0.0,1.07,46.2,4.59,0.0676,0.0285,0.0061,0.0
315.0,,,,,,,,,0.0,1.19,47.1,4.16,0.0475,0.239,0.0054,0.0
320.0,,,,,,,,,0.0,0.89,47.7,5.47,0.056,0.3929,0.0072,0.0
325.0,,,,,,,,,0.0,1.01,45.7,4.9,0.0699,0.147,0.0063,0.0
330.0,,,,,,,,,82.94,1.79,43.5,2.67,0.049,0.0159,0.0035,0.0
335.0,,,,,,,,,0.0,2.02,45.5,2.28,0.0429,0.0295,0.003,0.0
340.0,,,,,,,,,56.14,1.96,41.9,2.34,0.0419,0.1343,0.0031,0.0001
345.0,,,,,,,,,51.02,0.73,42.6,6.22,0.0919,0.2929,0.0084,0.0
350.0,,,,,,,,,0.0,0.41,42.3,10.92,0.0301,0.8737,0.015,0.0
355.0,,,,,,,,,152.32,0.97,43.3,4.67,0.0673,0.3297,0.0061,0.0
360.0,,,,,,,,,0.0,1.47,43.2,3.07,0.047,0.3244,0.0041,0.0
365.0,,,,,,,,,20.42,1.46,43.1,2.99,0.043,0.3877,0.0042,0.0
370.0,,,,,,,,,4.26,1.21,40.2,3.54,0.0568,0.3638,0.0051,0.0003
375.0,,,,,,,,,88.3,1.1,39.4,4.01,0.0582,0.4044,0.0056,0.0005
380.0,,,,,,,,,0.0,1.05,40.7,4.15,0.0667,0.3831,0.0059,0.0004
385.0,,,,,,,,,0.0,1.14,39.3,3.76,0.0565,0.432,0.0054,0.0004
390.0,,,,,,,,,78.89,1.22,37.0,,,,,
