Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
210.0,,0.351,,,,,,,114.0,0.0108,1.93,0.1927,1.2633,0.0298,
215.0,,0.344,,,,,,,162.0,-0.0006,22.61,2.2115,6.7592,0.3319,
220.0,,0.329,,,,,,,250.0,-0.013,21.24,2.2065,8.3716,0.2976,
225.0,,0.332,,,,,,,238.0,0.0056,4.1,0.3767,1.6943,0.0481,
230.0,,0.317,,,,,,,302.0,0.0094,2.66,0.2236,0.9698,0.0268,
235.0,,0.303,,,,,,,238.0,0.0198,1.2,0.1015,0.5018,0.0125,
240.0,,0.302,,,,,,,225.0,-0.0061,4.17,0.3266,1.3734,0.0377,
245.0,,0.29,,,,,,,236.0,0.0031,27.4,1.868,8.8796,0.2224,
250.0,,0.276,,,,,,,205.0,0.0159,1.71,0.1175,0.523,0.0135,
255.0,,0.278,,,,,,,185.0,0.012,2.26,0.1464,1.005,0.0171,
260.0,,0.273,,,,,,,200.0,0.02,1.52,0.0876,0.4159,0.01,
265.0,,0.255,,,,,,,194.0,0.0133,2.21,0.1144,0.5047,0.0145,
270.0,,0.258,,,,,,,141.0,0.0101,2.96,0.152,0.7962,0.0187,
275.0,,0.254,,,,,,,202.0,0.0156,1.9,0.0894,0.4117,0.0117,
280.0,,0.233,,,,,,,206.0,-0.0007,28.02,1.3929,9.1674,0.1796,
285.0,,0.2319999999999999,,,,,,,208.0,0.0065,4.17,0.1785,1.1619,0.0268,
290.0,,0.218,,,,,,,330.0,0.009,2.79,0.1298,0.6922,0.0193,
295.0,,0.2289999999999999,,,,,,,262.0,0.0097,2.54,0.1077,0.9582,0.0172,
300.0,,0.235,,,,,,,434.0,-0.0029,7.84,0.3587,2.794,0.0566,
305.0,,0.222,,,,,,,422.0,0.008,21.87,1.0521,2.5629,0.1649,
310.0,,0.228,,,,,,,358.0,0.0018,11.35,0.5842,3.6739,0.0891,
315.0,,0.201,,,,,,,428.0,0.0058,3.36,0.1651,1.4556,0.0276,
320.0,,0.197,,,,,,,332.0,0.0158,1.24,0.0604,0.4666,0.0099,
325.0,,0.209,,,,,,,455.0,0.0026,8.0,0.33,2.2715,0.0608,
330.0,,0.208,,,,,,,371.0,-0.0044,18.63,0.8456,7.1692,0.153,
335.0,,0.208,,,,,,,297.0,0.0017,11.06,0.5023,3.1329,0.0903,
340.0,,0.198,,,,,,,210.0,0.0107,1.61,0.0791,0.5405,0.014,
345.0,,0.192,,,,,,,193.0,0.0292,0.54,0.0289,0.2174,0.0051,
350.0,,0.189,,,,,,,144.0,0.0242,0.6,0.0349,0.357,0.0061,
355.0,,0.182,,,,,,,75.0,0.0102,1.07,0.0711,0.903,0.0146,
360.0,,0.189,,,,,,,5.0,-0.0378,8.92,0.7255,8.2195,0.1465,
365.0,,0.178,,,,,,,-65.0,0.0929,0.09,0.0077,0.0586,0.0015,
370.0,,0.187,,,,,,,-134.0,-0.0622,,,,,
