Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
380.0,,,,,,,,,207.39,3.07,63.0,2.12,0.0058,0.3491,0.0038,0.0001
385.0,,,,,,,,,286.87,3.08,64.3,2.02,0.0056,0.3615,0.0038,0.0002
390.0,,,,,,,,,182.89,3.1,59.7,2.1,0.0056,0.3718,0.0042,0.0
395.0,,,,,,,,,175.43,3.06,60.5,2.03,0.0071,0.2009,0.004,0.0
400.0,,,,,,,,,177.04,2.99,57.5,2.02,0.0079,0.195,0.0042,0.0
405.0,,,,,,,,,224.59,2.41,52.9,2.51,0.0077,0.379,0.0053,0.0
410.0,,,,,,,,,250.42,1.92,52.3,3.09,0.0123,0.3269,0.0069,0.0
415.0,,,,,,,,,155.63,2.2,49.6,2.77,0.0134,0.1611,0.006,0.0001
420.0,,,,,,,,,158.79,2.63,48.7,2.33,0.0113,0.2128,0.0051,0.0
425.0,,,,,,,,,18.88,2.56,48.0,2.41,0.0128,0.1351,0.005,0.0
430.0,,,,,,,,,1.46,2.82,47.0,2.18,0.0152,0.0,0.0046,0.0
435.0,,,,,,,,,0.0,3.19,45.6,1.94,0.013,0.0291,0.0041,0.0
440.0,,,,,,,,,107.13,2.91,42.1,2.14,0.0153,0.0687,0.0044,0.0001
445.0,,,,,,,,,0.0,2.54,42.7,2.38,0.0173,0.0777,0.005,0.0
450.0,,,,,,,,,0.0,2.35,41.0,2.49,0.0213,0.0631,0.0055,0.0002
455.0,,,,,,,,,17.96,2.63,38.6,2.25,0.0188,0.0695,0.0053,0.0
460.0,,,,,,,,,0.0,2.78,38.6,2.14,0.0198,0.0509,0.0051,0.0
465.0,,,,,,,,,93.8,2.34,38.7,2.48,0.0213,0.1476,0.0065,0.0
470.0,,,,,,,,,124.47,2.27,38.9,2.45,0.0201,0.2472,0.0063,0.0001
475.0,,,,,,,,,143.88,2.41,37.5,2.33,0.0189,0.2533,0.0062,0.0
480.0,,,,,,,,,0.0,2.44,36.6,2.29,0.0156,0.3752,0.006,0.0
485.0,,,,,,,,,95.42,3.24,35.9,1.71,0.0147,0.2212,0.0046,0.0001
490.0,,,,,,,,,8.46,3.44,35.4,1.52,0.0164,0.0723,0.0044,0.0
495.0,,,,,,,,,8.09,2.46,34.1,2.17,0.0206,0.1666,0.0059,0.0002
500.0,,,,,,,,,0.0,2.14,33.1,2.47,0.0231,0.1556,0.0074,0.0
505.0,,,,,,,,,0.0,2.05,32.8,2.61,0.0259,0.0898,0.0075,0.0
510.0,,,,,,,,,0.0,1.81,33.8,2.98,0.0299,0.0376,0.0091,0.0
515.0,,,,,,,,,133.23,2.27,33.2,2.33,0.0233,0.0538,0.0066,0.0
520.0,,,,,,,,,95.63,3.32,31.1,1.63,0.0162,0.0,0.0046,0.0
525.0,,,,,,,,,79.41,3.35,31.3,1.61,0.0157,0.0235,0.0046,0.0
530.0,,,,,,,,,76.53,2.47,31.3,2.11,0.02,0.0772,0.0061,0.0
535.0,,,,,,,,,76.88,2.5,29.6,2.05,0.0215,0.0,0.0066,0.0
540.0,,,,,,,,,23.78,2.5,28.8,2.0,0.0213,0.0073,0.0069,0.0
545.0,,,,,,,,,0.0,1.62,28.5,3.05,0.0332,0.0,0.0105,0.0
550.0,,,,,,,,,89.3,1.45,27.4,3.38,0.0307,0.1197,0.0111,0.0
555.0,,,,,,,,,89.83,2.12,26.0,2.25,0.0187,0.2161,0.0075,0.0
560.0,,,,,,,,,0.0,2.24,26.2,2.1,0.02,0.1186,0.0075,0.0001
565.0,,,,,,,,,15.63,1.95,26.2,2.48,0.0259,0.0092,0.0086,0.0
570.0,,,,,,,,,42.34,2.28,26.5,2.09,0.0212,0.0,0.0069,0.0001
